ANO_MES;PRODUTO;NÚMERO DE POSTOS PESQUISADOS (MÉDIA);UNIDADE DE MEDIDA;PREÇO MÉDIO REVENDA;DESVIO PADRÃO REVENDA;PREÇO MÍNIMO REVENDA;PREÇO MÁXIMO REVENDA;MARGEM MÉDIA REVENDA;COEF DE VARIAÇÃO REVENDA;PREÇO MÉDIO DISTRIBUIÇÃO;DESVIO PADRÃO DISTRIBUIÇÃO;PREÇO MÍNIMO DISTRIBUIÇÃO;PREÇO MÁXIMO DISTRIBUIÇÃO;COEF DE VARIAÇÃO DISTRIBUIÇÃO
2014-06;ÓLEO DIESEL;5917,0;R$/l;2,4999;0,1291;2,149;3,31;0,3049;0,0516;2,195;0,0947;1,88;2,881;0,0431
2014-07;ÓLEO DIESEL;5853,0;R$/l;2,4983;0,1295;2,15;3,31;0,3017;0,0518;2,1965;0,0943;1,88;2,769;0,0429
2014-08;ÓLEO DIESEL;5819,0;R$/l;2,4983;0,1306;2,15;3,31;0,2973;0,0523;2,201;0,0952;1,991;2,769;0,0433
2014-09;ÓLEO DIESEL;5800,0;R$/l;2,5006;0,1304;2,19;3,31;0,2941;0,0522;2,2066;0,098;1,91;2,891;0,0444
2014-10;ÓLEO DIESEL;5771,0;R$/l;2,5002;0,1302;2,19;3,31;0,2923;0,0521;2,2079;0,0998;1,939;2,891;0,0452
2014-11;ÓLEO DIESEL;5738,0;R$/l;2,5634;0,1419;2,19;3,44;0,3103;0,0554;2,2531;0,1096;1,982;2,976;0,0486
2014-12;ÓLEO DIESEL;5688,0;R$/l;2,6067;0,1357;2,199;3,46;0,3039;0,052;2,3028;0,1023;2,016;2,913;0,0444
2015-01;ÓLEO DIESEL;5701,0;R$/l;2,6106;0,1364;2,13;3,46;0,2943;0,0522;2,3162;0,1036;1,941;3,034;0,0447
2015-02;ÓLEO DIESEL;5639,0;R$/l;2,7883;0,1535;2,199;3,74;0,3712;0,055;2,4172;0,1247;2,04;3,092;0,0516
2015-03;ÓLEO DIESEL;5590,0;R$/l;2,811;0,1467;2,299;3,7;0,3355;0,0522;2,4755;0,1116;2,041;3,213;0,0451
2015-04;ÓLEO DIESEL;5565,0;R$/l;2,8091;0,1469;2,349;3,7;0,3319;0,0523;2,4772;0,1093;2,122;3,213;0,0441
2015-05;ÓLEO DIESEL;5542,0;R$/l;2,8078;0,1469;2,419;3,7;0,3263;0,0523;2,4815;0,1104;2,111;3,066;0,0445
2015-06;ÓLEO DIESEL;5517,0;R$/l;2,8075;0,1471;2,45;3,7;0,322;0,0524;2,4855;0,1136;2,113;3,126;0,0457
2015-07;ÓLEO DIESEL;5473,0;R$/l;2,8058;0,145;2,44;3,7;0,3086;0,0517;2,4972;0,1081;2,104;3,126;0,0433
2015-08;ÓLEO DIESEL;4875,0;R$/l;2,8047;0,1455;2,45;3,7;0,295;0,0519;2,5096;0,1107;2,104;3,131;0,0441
2015-09;ÓLEO DIESEL;1735,0;R$/l;2,8057;0,1534;2,48;3,64;0,2775;0,0547;2,5283;0,1164;2,104;3,11;0,046
2015-10;ÓLEO DIESEL;2161,0;R$/l;2,9149;0,1639;2,48;3,99;0,3172;0,0562;2,5977;0,1248;2,104;3,18;0,048
2015-11;ÓLEO DIESEL;2592,0;R$/l;2,9648;0,1606;2,499;3,98;0,3188;0,0542;2,6461;0,1232;2,16;3,258;0,0465
2015-12;ÓLEO DIESEL;3386,0;R$/l;2,9841;0,1581;2,489;3,95;0,325;0,053;2,6591;0,1162;2,16;3,26;0,0437
2016-01;ÓLEO DIESEL;3740,0;R$/l;3,0018;0,1604;2,46;3,95;0,3193;0,0534;2,6825;0,1171;2,179;3,26;0,0436
2016-02;ÓLEO DIESEL;3751,0;R$/l;3,0164;0,1637;2,499;3,95;0,3218;0,0543;2,6947;0,1247;2,32;3,35;0,0463
2016-03;ÓLEO DIESEL;3707,0;R$/l;3,0203;0,1666;2,499;3,98;0,3264;0,0552;2,6938;0,1321;2,062;3,35;0,049
2016-04;ÓLEO DIESEL;3716,0;R$/l;3,0215;0,1705;2,64;3,98;0,3257;0,0564;2,6958;0,1304;2,062;3,373;0,0484
2016-05;ÓLEO DIESEL;3704,0;R$/l;3,0175;0,1702;2,46;3,98;0,3266;0,0564;2,6909;0,1313;2,059;3,369;0,0488
2016-06;ÓLEO DIESEL;3670,0;R$/l;3,0141;0,1717;2,46;3,98;0,3268;0,057;2,6873;0,1305;2,059;3,353;0,0486
2016-07;ÓLEO DIESEL;3634,0;R$/l;3,0129;0,1723;2,539;3,98;0,3306;0,0572;2,6823;0,1335;2,296;3,353;0,0498
2016-08;ÓLEO DIESEL;3602,0;R$/l;3,0094;0,1721;2,53;3,98;0,3368;0,0572;2,6727;0,1357;2,296;3,339;0,0508
2016-09;ÓLEO DIESEL;3617,0;R$/l;3,0082;0,1729;2,53;3,98;0,3341;0,0575;2,6741;0,1361;2,36;3,342;0,0509
2016-10;ÓLEO DIESEL;3580,0;R$/l;3,0073;0,1727;2,53;3,98;0,3449;0,0574;2,6624;0,1426;2,194;3,372;0,0535
2016-11;ÓLEO DIESEL;3584,0;R$/l;2,995;0,1771;2,459;3,98;0,3696;0,0591;2,6254;0,1525;2,19;3,346;0,0581
2016-12;ÓLEO DIESEL;3551,0;R$/l;3,0198;0,1912;2,459;4,07;0,41;0,0633;2,6099;0,1633;2,18;3,389;0,0626
2017-01;ÓLEO DIESEL;3539,0;R$/l;3,0921;0,1935;2,459;4,22;0,3782;0,0626;2,7138;0,1532;2,19;3,442;0,0565
2017-02;ÓLEO DIESEL;3533,0;R$/l;3,0978;0,1927;2,55;4,22;0,3937;0,0622;2,7041;0,148;2,19;3,442;0,0547
2017-03;ÓLEO DIESEL;3530,0;R$/l;3,05;0,2001;2,459;4,22;0,4288;0,0656;2,6212;0,1531;2,233;3,281;0,0584
2017-04;ÓLEO DIESEL;3501,0;R$/l;3,0161;0,2011;2,48;4,22;0,4381;0,0667;2,578;0,1445;2,211;3,221;0,056
2017-05;ÓLEO DIESEL;3471,0;R$/l;3,0183;0,1975;2,48;4,22;0,4055;0,0654;2,6128;0,1368;2,21;3,23;0,0524
2017-06;ÓLEO DIESEL;3467,0;R$/l;2,9897;0,2025;2,459;4,22;0,4311;0,0677;2,5585;0,1478;2,11;3,23;0,0578
2017-07;ÓLEO DIESEL;3380,0;R$/l;2,9694;0,2205;2,39;4,27;0,4722;0,0743;2,4971;0,167;2,04;3,44;0,0669
2017-08;ÓLEO DIESEL;1780,0;R$/l;3,0966;0,2112;2,45;4,37;0,4022;0,0682;2,6945;0,1743;2,09;3,44;0,0647
2017-09;ÓLEO DIESEL;1761,0;R$/l;3,163;0,2064;2,64;4,47;0,3726;0,0653;2,7904;0,1603;2,208;3,52;0,0575
2017-10;ÓLEO DIESEL;1752,0;R$/l;3,2177;0,1975;2,699;4,47;0,3514;0,0614;2,8663;0,1365;2,34;3,56;0,0476
2017-11;ÓLEO DIESEL;1745,0;R$/l;3,2769;0,2066;2,789;4,47;0,3567;0,063;2,9202;0,1445;2,41;3,702;0,0495
2017-12;ÓLEO DIESEL;1810,0;R$/l;3,3217;0,2045;2,799;4,47;0,3726;0,0616;2,9491;0,1469;2,133;3,726;0,0498
2018-01;ÓLEO DIESEL;3256,0;R$/l;3,3742;0,2023;2,799;4,49;0,3587;0,06;3,0155;0,1526;2,49;3,812;0,0506
2018-02;ÓLEO DIESEL;3284,0;R$/l;3,3884;0,2048;2,799;4,479;0,3914;0,0604;2,997;0,1605;2,49;3,735;0,0535
2018-03;ÓLEO DIESEL;3255,0;R$/l;3,3837;0,2101;2,89;4,479;0,4066;0,0621;2,9772;0,161;2,49;3,721;0,0541
2018-04;ÓLEO DIESEL;3237,0;R$/l;3,4309;0,2132;2,89;4,7;0,3537;0,0621;3,0772;0,1663;2,49;3,9;0,054
2018-05;ÓLEO DIESEL;3147,0;R$/l;3,62;0,2381;2,99;5,2;0,3538;0,0658;3,2662;0,1858;2,49;4,1;0,0569
2018-06;ÓLEO DIESEL;3040,0;R$/l;3,4274;0,2291;2,89;5,2;0,3277;0,0668;3,0997;0,1911;2,44;4,1;0,0617
2018-07;ÓLEO DIESEL;3181,0;R$/l;3,3814;0,2011;2,89;4,449;0,329;0,0595;3,0524;0,1509;2,62;3,872;0,0494
2018-08;ÓLEO DIESEL;3152,0;R$/l;3,3727;0,2;2,889;4,67;0,3194;0,0593;3,0533;0,1438;2,619;3,89;0,0471
2018-09;ÓLEO DIESEL;3140,0;R$/l;3,5997;0,2248;2,889;4,95;0,3696;0,0624;3,2302;0,1806;2,619;4,02;0,0559
2018-10;ÓLEO DIESEL;3110,0;R$/l;3,7062;0,2012;3,059;4,95;0,3505;0,0543;3,3557;0,1509;2,879;4,099;0,045
2018-11;ÓLEO DIESEL;3109,0;R$/l;3,6667;0,2135;3,08;4,95;0,3893;0,0582;3,2774;0,172;2,867;4,073;0,0525
2018-12;ÓLEO DIESEL;3099,0;R$/l;3,5003;0,2619;2,87;4,95;0,449;0,0748;3,0513;0,2163;2,532;4,073;0,0709
2019-01;ÓLEO DIESEL;3107,0;R$/l;3,437;0,2526;2,87;4,95;0,4216;0,0735;3,0155;0,184;2,568;4,071;0,061
2019-02;ÓLEO DIESEL;3112,0;R$/l;3,4501;0,237;2,89;4,95;0,3673;0,0687;3,0828;0,1679;2,665;4,062;0,0545
2019-03;ÓLEO DIESEL;3079,0;R$/l;3,5286;0,2263;2,899;4,95;0,3641;0,0641;3,1645;0,1649;2,665;4,19;0,0521
2019-04;ÓLEO DIESEL;3095,0;R$/l;3,5709;0,2218;2,989;4,95;0,3919;0,0621;3,179;0,1621;2,597;4,24;0,051
2019-05;ÓLEO DIESEL;3081,0;R$/l;3,6461;0,2158;3,089;4,95;0,3763;0,0592;3,2698;0,1569;2,76;4,27;0,048
2019-06;ÓLEO DIESEL;3113,0;R$/l;3,607;0,224;3,049;4,95;0,399;0,0621;3,208;0,1679;2,79;4,27;0,0524
2019-07;ÓLEO DIESEL;3072,0;R$/l;3,5433;0,2258;3,029;4,95;0,4176;0,0637;3,1257;0,1585;2,677;4,192;0,0507
2019-08;ÓLEO DIESEL;3090,0;R$/l;3,5231;0,2247;3,048;4,95;0,4062;0,0638;3,1169;0,1603;2,59;4,12;0,0514
2019-09;ÓLEO DIESEL;3096,0;R$/l;3,5913;0,2319;2,999;4,95;0,3758;0,0646;3,2155;0,1746;2,733;4,036;0,0543
2019-10;ÓLEO DIESEL;3090,0;R$/l;3,7033;0,2205;3,139;4,95;0,3545;0,0595;3,3489;0,1441;2,81;4,05;0,043
2019-11;ÓLEO DIESEL;3081,0;R$/l;3,7128;0,2169;3,17;4,95;0,3736;0,0584;3,3393;0,1441;2,9;3,988;0,0432
2019-12;ÓLEO DIESEL;3069,0;R$/l;3,7376;0,2132;3,249;4,99;0,364;0,057;3,3736;0,152;2,9;4,192;0,0451
2020-01;ÓLEO DIESEL;3055,0;R$/l;3,7871;0,2108;3,29;5,009;0,3694;0,0556;3,4177;0,1492;3,015;4,192;0,0437
2020-02;ÓLEO DIESEL;3066,0;R$/l;3,7158;0,2281;3,149;4,99;0,4441;0,0614;3,2718;0,1703;2,735;3,948;0,052
2020-03;ÓLEO DIESEL;3039,0;R$/l;3,5747;0,2583;2,89;4,95;0,488;0,0723;3,0867;0,1987;2,56;3,948;0,0644
2020-04;ÓLEO DIESEL;3029,0;R$/l;3,3032;0,274;2,453;4,95;0,4814;0,083;2,8218;0,1851;2,213;3,67;0,0656
2020-05;ÓLEO DIESEL;3019,0;R$/l;3,0478;0,2727;2,453;4,95;0,4992;0,0895;2,5486;0,1824;2,165;3,556;0,0716
2020-06;ÓLEO DIESEL;3020,0;R$/l;3,0636;0,246;2,49;4,95;0,4468;0,0803;2,6168;0,1482;2,165;3,291;0,0566
2020-07;ÓLEO DIESEL;3025,0;R$/l;3,2423;0,239;2,54;4,95;0,4033;0,0737;2,839;0,1711;2,22;3,702;0,0603
2020-08;ÓLEO DIESEL;2986,0;R$/l;3,3572;0,231;2,729;4,95;0,3749;0,0688;2,9823;0,1431;2,417;3,898;0,048
2020-10;ÓLEO DIESEL;352,0;R$/l;3,4537;0,2909;2,879;4,65;;0,0842;;;;;
2020-11;ÓLEO DIESEL;646,0;R$/l;3,5077;0,2583;2,949;5,09;;0,0736;;;;;
2020-12;ÓLEO DIESEL;830,0;R$/l;3,6042;0,2359;3,09;4,8;;0,0655;;;;;
2021-01;ÓLEO DIESEL;987,0;R$/l;3,6842;0,233;3,199;5,25;;0,0632;;;;;
2021-02;ÓLEO DIESEL;1136,0;R$/l;3,9363;0,3083;3,289;5,85;;0,0783;;;;;
2021-03;ÓLEO DIESEL;1272,0;R$/l;4,2491;0,2709;3,399;6,01;;0,0638;;;;;
2021-04;ÓLEO DIESEL;1358,0;R$/l;4,2019;0,2812;3,599;5,899;;0,0669;;;;;
2021-05;ÓLEO DIESEL;1449,0;R$/l;4,4542;0,2868;3,099;6,13;;0,0644;;;;;
2021-06;ÓLEO DIESEL;1773,0;R$/l;4,4976;0,2644;3,099;6,1;;0,0588;;;;;
2021-07;ÓLEO DIESEL;1972,0;R$/l;4,5733;0,2719;3,099;6,398;;0,0594;;;;;
2021-08;ÓLEO DIESEL;1961,0;R$/l;4,6081;0,2734;3,78;6,35;;0,0593;;;;;
2021-09;ÓLEO DIESEL;1983,0;R$/l;4,71;0,2791;3,699;6,48;;0,0593;;;;;
2021-10;ÓLEO DIESEL;2070,0;R$/l;5,0281;0,304;3,89;6,7;;0,0605;;;;;
2021-11;ÓLEO DIESEL;2127,0;R$/l;5,3549;0,2675;4,07;6,7;;0,0499;;;;;
2021-12;ÓLEO DIESEL;2107,0;R$/l;5,3448;0,2671;4,07;6,986;;0,05;;;;;
2022-01;ÓLEO DIESEL;2155,0;R$/l;5,4876;0,2975;4,07;6,905;;0,0542;;;;;
2022-02;ÓLEO DIESEL;2243,0;R$/l;5,5866;0,2705;4,349;6,985;;0,0484;;;;;
2022-03;ÓLEO DIESEL;2239,0;R$/l;6,2575;0,5556;4,599;7,98;;0,0888;;;;;
2022-04;ÓLEO DIESEL;2405,0;R$/l;6,5989;0,3133;4,999;7,979;;0,0475;;;;;
2022-05;ÓLEO DIESEL;2450,0;R$/l;6,8423;0,3879;5,49;8,69;;0,0567;;;;;
2022-06;ÓLEO DIESEL;2509,0;R$/l;7,1614;0,4896;5,64;8,99;;0,0684;;;;;
2022-07;ÓLEO DIESEL;2496,0;R$/l;7,4672;0,313;5,69;9,0;;0,0419;;;;;
2022-08;ÓLEO DIESEL;2477,0;R$/l;7,1022;0,3782;6,24;8,99;;0,0532;;;;;
2022-09;ÓLEO DIESEL;2400,0;R$/l;6,8142;0,3386;3,14;8,89;;0,0497;;;;;
2022-10;ÓLEO DIESEL;879,0;R$/l;6,5582;0,3392;3,14;8,52;;0,0517;;;;;
2022-11;ÓLEO DIESEL;1215,0;R$/l;6,5731;0,3273;5,09;8,52;;0,0498;;;;;
2022-12;ÓLEO DIESEL;1375,0;R$/l;6,372;0,3729;4,62;8,52;;0,0585;;;;;
2023-01;ÓLEO DIESEL;1622,0;R$/l;6,3335;0,3694;4,89;7,99;;0,0583;;;;;
2023-02;ÓLEO DIESEL;1825,0;R$/l;6,0784;0,4227;4,89;7,99;;0,0695;;;;;
2023-03;ÓLEO DIESEL;1902,0;R$/l;5,8772;0,3962;4,59;7,69;;0,0674;;;;;
2023-04;ÓLEO DIESEL;2024,0;R$/l;5,7431;0,3929;4,76;7,69;;0,0684;;;;;
2023-05;ÓLEO DIESEL;2096,0;R$/l;5,3811;0,4601;3,97;7,69;;0,0855;;;;;
2023-06;ÓLEO DIESEL;2091,0;R$/l;5,0232;0,3779;4,09;7,29;;0,0752;;;;;
2023-07;ÓLEO DIESEL;2154,0;R$/l;4,9383;0,3635;4,09;7,19;;0,0736;;;;;
2023-08;ÓLEO DIESEL;2188,0;R$/l;5,4503;0,5899;4,09;7,75;;0,1082;;;;;
2023-09;ÓLEO DIESEL;2152,0;R$/l;6,0838;0,3279;4,09;7,96;;0,0539;;;;;
2023-10;ÓLEO DIESEL;2141,0;R$/l;6,0783;0,3366;4,09;7,96;;0,0554;;;;;
2023-11;ÓLEO DIESEL;2164,0;R$/l;6,0867;0,3507;4,09;7,95;;0,0576;;;;;
2023-12;ÓLEO DIESEL;2141,0;R$/l;5,9319;0,3762;4,69;7,95;;0,0634;;;;;
2024-01;ÓLEO DIESEL;2126,0;R$/l;5,8586;0,3906;4,69;8,19;;0,0667;;;;;
2024-02;ÓLEO DIESEL;2193,0;R$/l;5,892;0,3855;4,69;7,95;;0,0654;;;;;
2024-03;ÓLEO DIESEL;2181,0;R$/l;5,8649;0,3864;5,12;7,95;;0,0659;;;;;
2024-04;ÓLEO DIESEL;2169,0;R$/l;5,88;0,3761;5,19;7,82;;0,064;;;;;
2024-05;ÓLEO DIESEL;2106,0;R$/l;5,8784;0,37;5,04;7,82;;0,0629;;;;;
2024-06;ÓLEO DIESEL;2145,0;R$/l;5,8681;0,3649;5,09;7,82;;0,0622;;;;;
2024-07;ÓLEO DIESEL;1789,0;R$/l;5,9381;0,356;5,29;7,82;;0,06;;;;;
2024-08;ÓLEO DIESEL;1806,0;R$/l;5,95;0,3551;5,36;7,82;;0,0597;;;;;
2024-09;ÓLEO DIESEL;1762,0;R$/l;5,9354;0,3555;5,34;7,82;;0,0599;;;;;
2024-10;ÓLEO DIESEL;1783,0;R$/l;5,9446;0,3675;5,34;7,75;;0,0618;;;;;
2024-11;ÓLEO DIESEL;1683,0;R$/l;5,9772;0,3566;5,29;7,93;;0,0597;;;;;
2024-12;ÓLEO DIESEL;1663,0;R$/l;6,0417;0,357;5,25;7,93;;0,0591;;;;;
2025-01;ÓLEO DIESEL;1722,0;R$/l;6,0792;0,3512;5,39;7,93;;0,0578;;;;;
2025-02;ÓLEO DIESEL;1763,0;R$/l;6,373;0,3508;5,49;8,19;;0,055;;;;;
2025-03;ÓLEO DIESEL;1829,0;R$/l;6,3548;0,3483;5,47;8,33;;0,0548;;;;;
2025-04;ÓLEO DIESEL;1808,0;R$/l;6,2293;0,3748;5,47;8,33;;0,0602;;;;;
2025-05;ÓLEO DIESEL;1806,0;R$/l;6,07;0,4032;5,29;8,33;;0,0664;;;;;
2025-06;ÓLEO DIESEL;1749,0;R$/l;5,973;0,4057;5,29;8,19;;0,0679;;;;;
2025-07;ÓLEO DIESEL;1549,0;R$/l;5,9739;0,403;5,24;8,19;;0,0675;;;;;
2025-08;ÓLEO DIESEL;1342,0;R$/l;5,9987;0,3889;5,24;8,19;;0,0648;;;;;
2025-09;ÓLEO DIESEL;1373,0;R$/l;5,9966;0,3938;5,31;8,39;;0,0657;;;;;
2025-10;ÓLEO DIESEL;1516,0;R$/l;5,9834;0,38;5,38;8,39;;0,0635;;;;;
2025-11;ÓLEO DIESEL;1684,0;R$/l;5,997;0,368;5,39;8,15;;0,0614;;;;;
2025-12;ÓLEO DIESEL;1668,0;R$/l;6,007;0,3591;5,29;8,33;;0,0598;;;;;
2026-01;ÓLEO DIESEL;1727,0;R$/l;6,045;0,3554;5,39;8,33;;0,0588;;;;;
2026-02;ÓLEO DIESEL;1792,0;R$/l;6,0374;0,3608;5,09;8,33;;0,0598;;;;;
2026-03;ÓLEO DIESEL;1738,0;R$/l;6,4301;0,5683;5,39;8,49;;0,0884;;;;;
2012-12;ÓLEO DIESEL S10;284,0;R$/l;2,202;0,079;1,999;2,48;0,245;0,0359;1,957;0,044;1,839;2,117;0,0225
2013-01;ÓLEO DIESEL S10;1184,0;R$/l;2,2327;0,1078;1,99;2,95;0,2424;0,0483;1,9903;0,0723;1,8;2,47;0,0364
2013-02;ÓLEO DIESEL S10;1652,0;R$/l;2,3247;0,1174;1,999;3,05;0,2655;0,0505;2,0592;0,0878;1,796;2,554;0,0426
2013-03;ÓLEO DIESEL S10;1844,0;R$/l;2,3862;0,1252;2,029;3,1;0,265;0,0525;2,1211;0,0903;1,889;2,57;0,0426
2013-04;ÓLEO DIESEL S10;2117,0;R$/l;2,4253;0,1233;2,15;3,1;0,2662;0,0508;2,1592;0,0899;1,71;2,638;0,0416
2013-05;ÓLEO DIESEL S10;2243,0;R$/l;2,4302;0,1221;2,049;3,1;0,2691;0,0502;2,1611;0,0884;1,874;2,653;0,0409
2013-06;ÓLEO DIESEL S10;2361,0;R$/l;2,4312;0,1206;2,14;3,1;0,267;0,0496;2,1643;0,0808;1,925;2,678;0,0373
2013-07;ÓLEO DIESEL S10;2492,0;R$/l;2,4313;0,1208;2,029;3,1;0,2693;0,0497;2,1619;0,0815;1,889;2,734;0,0377
2013-08;ÓLEO DIESEL S10;2602,0;R$/l;2,4295;0,1197;2,16;3,15;0,2712;0,0493;2,1583;0,0821;1,911;2,678;0,038
2013-09;ÓLEO DIESEL S10;2801,0;R$/l;2,4293;0,1193;2,13;3,15;0,2704;0,0491;2,1589;0,0827;1,923;2,674;0,0383
2013-10;ÓLEO DIESEL S10;2907,0;R$/l;2,4282;0,1197;1,938;3,15;0,2725;0,0493;2,1558;0,0846;1,934;2,674;0,0393
2013-11;ÓLEO DIESEL S10;2991,0;R$/l;2,4284;0,1206;2,026;3,15;0,272;0,0497;2,1564;0,0834;1,908;2,675;0,0387
2013-12;ÓLEO DIESEL S10;3172,0;R$/l;2,5697;0,132;2,159;3,39;0,3114;0,0514;2,2583;0,1037;1,924;2,808;0,0459
2014-01;ÓLEO DIESEL S10;3291,0;R$/l;2,5901;0,1275;2,245;3,39;0,2872;0,0492;2,3029;0,0853;1,989;2,9;0,037
2014-02;ÓLEO DIESEL S10;3417,0;R$/l;2,5951;0,1273;2,25;3,39;0,2809;0,049;2,3143;0,0873;1,934;3,071;0,0377
2014-03;ÓLEO DIESEL S10;3639,0;R$/l;2,6006;0,1256;2,25;3,39;0,2902;0,0483;2,3104;0,085;2,017;2,929;0,0368
2014-04;ÓLEO DIESEL S10;3824,0;R$/l;2,607;0,1253;2,299;3,39;0,2949;0,0481;2,3121;0,0874;2,068;2,929;0,0378
2014-05;ÓLEO DIESEL S10;3862,0;R$/l;2,6082;0,1278;2,279;3,39;0,2958;0,049;2,3124;0,0919;2,023;2,957;0,0397
2014-06;ÓLEO DIESEL S10;3966,0;R$/l;2,6091;0,1275;2,299;3,4;0,2944;0,0489;2,3147;0,0904;1,95;2,975;0,039
2014-07;ÓLEO DIESEL S10;4094,0;R$/l;2,6093;0,1274;2,299;3,4;0,291;0,0488;2,3182;0,0897;1,95;2,883;0,0387
2014-08;ÓLEO DIESEL S10;4187,0;R$/l;2,619;0,128;2,216;3,4;0,2948;0,0489;2,3242;0,0906;2,017;2,883;0,039
2014-09;ÓLEO DIESEL S10;4294,0;R$/l;2,6395;0,1269;2,199;3,4;0,2954;0,0481;2,3441;0,0916;2,073;2,981;0,0391
2014-10;ÓLEO DIESEL S10;4383,0;R$/l;2,6401;0,126;2,329;3,4;0,2969;0,0477;2,3432;0,0919;2,032;2,981;0,0392
2014-11;ÓLEO DIESEL S10;4495,0;R$/l;2,7116;0,1409;2,349;3,56;0,3145;0,052;2,3971;0,1061;2,032;3,086;0,0443
2014-12;ÓLEO DIESEL S10;4586,0;R$/l;2,7566;0,1337;2,37;3,59;0,3158;0,0485;2,4409;0,1028;2,049;3,118;0,0421
2015-01;ÓLEO DIESEL S10;4602,0;R$/l;2,7629;0,1341;2,099;3,59;0,3069;0,0485;2,456;0,102;2,124;3,118;0,0415
2015-02;ÓLEO DIESEL S10;4707,0;R$/l;2,9375;0,148;2,099;3,75;0,3795;0,0504;2,558;0,1231;2,12;3,285;0,0481
2015-03;ÓLEO DIESEL S10;4782,0;R$/l;2,9582;0,1413;2,47;3,75;0,3398;0,0478;2,6184;0,111;2,122;3,382;0,0424
2015-04;ÓLEO DIESEL S10;4833,0;R$/l;2,9569;0,1416;2,359;3,75;0,3419;0,0479;2,615;0,1053;2,122;3,382;0,0403
2015-05;ÓLEO DIESEL S10;4888,0;R$/l;2,9558;0,1405;2,569;3,75;0,3381;0,0475;2,6177;0,1078;2,143;3,217;0,0412
2015-06;ÓLEO DIESEL S10;4920,0;R$/l;2,9568;0,139;2,569;3,75;0,3366;0,047;2,6202;0,1077;2,143;3,241;0,0411
2015-07;ÓLEO DIESEL S10;4979,0;R$/l;2,9542;0,1372;2,469;3,75;0,3254;0,0465;2,6289;0,1031;2,26;3,244;0,0392
2015-08;ÓLEO DIESEL S10;4525,0;R$/l;2,9526;0,1371;2,469;3,75;0,3223;0,0464;2,6302;0,104;2,112;3,269;0,0395
2015-09;ÓLEO DIESEL S10;1799,0;R$/l;2,9544;0,143;2,599;3,7;0,314;0,0484;2,6404;0,1072;2,25;3,245;0,0406
2015-10;ÓLEO DIESEL S10;2247,0;R$/l;3,0636;0,1582;2,599;4,02;0,3602;0,0516;2,7034;0,1169;2,276;3,366;0,0433
2015-11;ÓLEO DIESEL S10;2659,0;R$/l;3,1112;0,1557;2,59;4,02;0,3588;0,0501;2,7524;0,1175;2,39;3,418;0,0427
2015-12;ÓLEO DIESEL S10;3399,0;R$/l;3,1275;0,155;2,649;4,02;0,3493;0,0496;2,7782;0,1095;2,198;3,44;0,0394
2016-01;ÓLEO DIESEL S10;3715,0;R$/l;3,1469;0,1585;2,649;4,02;0,3456;0,0504;2,8014;0,1147;2,33;3,44;0,0409
2016-02;ÓLEO DIESEL S10;3764,0;R$/l;3,158;0,1645;2,649;4,25;0,3456;0,0521;2,8124;0,126;2,49;3,596;0,0448
2016-03;ÓLEO DIESEL S10;3786,0;R$/l;3,1638;0,1645;2,649;4,25;0,3538;0,052;2,81;0,1308;2,49;3,644;0,0466
2016-04;ÓLEO DIESEL S10;3821,0;R$/l;3,1651;0,1701;2,74;4,098;0,3513;0,0537;2,8138;0,1343;2,434;3,695;0,0477
2016-05;ÓLEO DIESEL S10;3873,0;R$/l;3,1611;0,169;2,499;4,25;0,357;0,0535;2,8041;0,1346;2,336;3,75;0,048
2016-06;ÓLEO DIESEL S10;3933,0;R$/l;3,1585;0,171;2,69;4,09;0,3594;0,0541;2,799;0,1309;2,404;3,75;0,0468
2016-07;ÓLEO DIESEL S10;3976,0;R$/l;3,1558;0,1722;2,69;4,25;0,3601;0,0546;2,7957;0,1332;2,07;3,689;0,0476
2016-08;ÓLEO DIESEL S10;4029,0;R$/l;3,1505;0,1722;2,69;4,25;0,3646;0,0547;2,7858;0,1358;2,184;3,714;0,0488
2016-09;ÓLEO DIESEL S10;4038,0;R$/l;3,1497;0,174;2,499;4,25;0,3608;0,0552;2,7889;0,1389;2,184;3,74;0,0498
2016-10;ÓLEO DIESEL S10;4107,0;R$/l;3,1477;0,1748;2,49;4,25;0,3683;0,0555;2,7794;0,1439;2,344;3,741;0,0518
2016-11;ÓLEO DIESEL S10;4111,0;R$/l;3,1381;0,18;2,599;4,25;0,3919;0,0574;2,7462;0,1531;2,29;3,742;0,0557
2016-12;ÓLEO DIESEL S10;4142,0;R$/l;3,1654;0,1918;2,599;4,25;0,4247;0,0606;2,7406;0,1629;2,229;3,627;0,0595
2017-01;ÓLEO DIESEL S10;4151,0;R$/l;3,2384;0,1952;2,59;4,299;0,4006;0,0603;2,8378;0,1558;2,299;3,75;0,0549
2017-02;ÓLEO DIESEL S10;4181,0;R$/l;3,2413;0,1932;2,69;4,26;0,4158;0,0596;2,8255;0,1518;2,374;3,703;0,0537
2017-03;ÓLEO DIESEL S10;4199,0;R$/l;3,1905;0,2019;2,589;4,26;0,4506;0,0633;2,7399;0,1611;2,3;3,703;0,0588
2017-04;ÓLEO DIESEL S10;4213,0;R$/l;3,1562;0,2013;2,589;4,26;0,4599;0,0638;2,6963;0,154;2,3;3,589;0,0571
