ANO_MES;PRODUTO;NÚMERO DE POSTOS PESQUISADOS (MÉDIA);UNIDADE DE MEDIDA;PREÇO MÉDIO REVENDA;DESVIO PADRÃO REVENDA;PREÇO MÍNIMO REVENDA;PREÇO MÁXIMO REVENDA;MARGEM MÉDIA REVENDA;COEF DE VARIAÇÃO REVENDA;PREÇO MÉDIO DISTRIBUIÇÃO;DESVIO PADRÃO DISTRIBUIÇÃO;PREÇO MÍNIMO DISTRIBUIÇÃO;PREÇO MÁXIMO DISTRIBUIÇÃO;COEF DE VARIAÇÃO DISTRIBUIÇÃO
2017-05;ÓLEO DIESEL S10;4243,0;R$/l;3,154;0,201;2,59;4,26;0,4323;0,0637;2,7217;0,1504;2,195;3,666;0,0553
2017-06;ÓLEO DIESEL S10;4282,0;R$/l;3,1229;0,2045;2,52;4,26;0,4491;0,0655;2,6738;0,1599;2,181;3,666;0,0598
2017-07;ÓLEO DIESEL S10;4235,0;R$/l;3,1018;0,2197;2,449;4,29;0,4877;0,0708;2,6141;0,1771;2,15;3,624;0,0678
2017-08;ÓLEO DIESEL S10;2411,0;R$/l;3,2376;0,2084;2,589;4,39;0,4252;0,0644;2,8124;0,1764;2,19;3,606;0,0627
2017-09;ÓLEO DIESEL S10;2417,0;R$/l;3,3046;0,2091;2,739;4,499;0,3989;0,0633;2,9057;0,1647;2,368;3,737;0,0567
2017-10;ÓLEO DIESEL S10;2434,0;R$/l;3,3524;0,2049;2,749;4,499;0,3673;0,0611;2,9851;0,1408;2,444;3,912;0,0472
2017-11;ÓLEO DIESEL S10;2438,0;R$/l;3,4113;0,2136;2,86;4,528;0,3771;0,0626;3,0341;0,1502;2,54;3,959;0,0495
2017-12;ÓLEO DIESEL S10;2531,0;R$/l;3,4572;0,2125;2,799;4,59;0,4021;0,0615;3,0551;0,1527;2,52;4,142;0,05
2018-01;ÓLEO DIESEL S10;4417,0;R$/l;3,4968;0,2052;2,94;4,77;0,3918;0,0587;3,1049;0,1532;2,52;4,162;0,0494
2018-02;ÓLEO DIESEL S10;4456,0;R$/l;3,5103;0,2067;2,899;4,77;0,4166;0,0589;3,0937;0,1649;2,493;4,162;0,0533
2018-03;ÓLEO DIESEL S10;4477,0;R$/l;3,5018;0,2112;2,899;4,77;0,4329;0,0603;3,0689;0,1615;2,493;4,131;0,0526
2018-04;ÓLEO DIESEL S10;4494,0;R$/l;3,5182;0,2136;2,94;4,97;0,3689;0,0607;3,1493;0,1642;2,59;4,279;0,0521
2018-05;ÓLEO DIESEL S10;4417,0;R$/l;3,7073;0,2336;3,049;5,3;0,3684;0,063;3,339;0,18;2,59;4,478;0,0539
2018-06;ÓLEO DIESEL S10;4262,0;R$/l;3,5093;0,2207;2,839;5,3;0,3469;0,0629;3,1624;0,1847;2,596;4,478;0,0584
2018-07;ÓLEO DIESEL S10;4568,0;R$/l;3,46;0,1928;2,93;4,565;0,3471;0,0557;3,1129;0,1431;2,773;4,068;0,046
2018-08;ÓLEO DIESEL S10;4613,0;R$/l;3,4521;0,1911;2,93;4,77;0,3392;0,0553;3,1129;0,1357;2,775;3,89;0,0436
2018-09;ÓLEO DIESEL S10;4662,0;R$/l;3,6818;0,216;2,939;5,07;0,3884;0,0587;3,2934;0,1751;2,255;4,146;0,0532
2018-10;ÓLEO DIESEL S10;4644,0;R$/l;3,7834;0,1953;3,099;5,09;0,3623;0,0516;3,4211;0,1453;2,88;4,242;0,0425
2018-11;ÓLEO DIESEL S10;4654,0;R$/l;3,7504;0,2043;3,099;5,09;0,4039;0,0545;3,3465;0,1696;2,892;4,242;0,0507
2018-12;ÓLEO DIESEL S10;4653,0;R$/l;3,6048;0,2495;2,979;5,09;0,4685;0,0692;3,1363;0,2117;2,44;4,18;0,0675
2019-01;ÓLEO DIESEL S10;4686,0;R$/l;3,5427;0,2396;2,979;5,07;0,4507;0,0676;3,092;0,1818;2,567;4,256;0,0588
2019-02;ÓLEO DIESEL S10;4725,0;R$/l;3,5474;0,2291;2,79;5,07;0,3959;0,0646;3,1515;0,1665;2,48;4,21;0,0528
2019-03;ÓLEO DIESEL S10;4710,0;R$/l;3,6164;0,2178;2,979;5,07;0,3808;0,0602;3,2356;0,1572;2,753;4,31;0,0486
2019-04;ÓLEO DIESEL S10;4724,0;R$/l;3,658;0,2143;2,999;5,07;0,4104;0,0586;3,2476;0,156;2,723;4,35;0,048
2019-05;ÓLEO DIESEL S10;4743,0;R$/l;3,7275;0,2087;3,199;5,07;0,395;0,056;3,3325;0,1568;2,212;4,39;0,047
2019-06;ÓLEO DIESEL S10;4746,0;R$/l;3,6924;0,2145;3,09;5,07;0,4238;0,0581;3,2686;0,166;2,69;4,4;0,0508
2019-07;ÓLEO DIESEL S10;4736,0;R$/l;3,6317;0,2187;3,07;5,07;0,448;0,0602;3,1837;0,1584;2,69;4,325;0,0498
2019-08;ÓLEO DIESEL S10;4767,0;R$/l;3,6123;0,2199;2,999;5,07;0,4338;0,0609;3,1784;0,1589;2,55;4,254;0,05
2019-09;ÓLEO DIESEL S10;4761,0;R$/l;3,6719;0,2256;2,999;5,07;0,3947;0,0614;3,2772;0,1722;2,29;4,19;0,0525
2019-10;ÓLEO DIESEL S10;4775,0;R$/l;3,7762;0,2108;3,16;5,07;0,3669;0,0558;3,4093;0,1459;2,468;4,19;0,0428
2019-11;ÓLEO DIESEL S10;4792,0;R$/l;3,7863;0,2069;3,19;5,07;0,3881;0,0547;3,3982;0,1416;2,479;4,182;0,0417
2019-12;ÓLEO DIESEL S10;4829,0;R$/l;3,8113;0,2043;3,29;5,089;0,3795;0,0536;3,4318;0,1508;2,174;4,255;0,0439
2020-01;ÓLEO DIESEL S10;4831,0;R$/l;3,8549;0,2023;2,899;5,15;0,3837;0,0525;3,4712;0,1492;2,791;4,297;0,043
2020-02;ÓLEO DIESEL S10;4837,0;R$/l;3,797;0,2164;2,899;5,07;0,4811;0,057;3,316;0,1726;2,791;4,271;0,0521
2020-03;ÓLEO DIESEL S10;4820,0;R$/l;3,6672;0,2501;2,699;5,07;0,5311;0,0682;3,1361;0,1944;2,342;4,192;0,062
2020-04;ÓLEO DIESEL S10;4800,0;R$/l;3,4014;0,2771;2,465;5,07;0,5147;0,0815;2,8867;0,2068;2,27;3,932;0,0716
2020-05;ÓLEO DIESEL S10;4820,0;R$/l;3,1499;0,2849;2,465;5,07;0,5419;0,0905;2,608;0,2008;2,161;3,7;0,077
2020-06;ÓLEO DIESEL S10;4813,0;R$/l;3,1523;0,2616;2,53;5,07;0,4864;0,083;2,6658;0,1635;2,161;3,7;0,0613
2020-07;ÓLEO DIESEL S10;4826,0;R$/l;3,3201;0,2424;2,58;5,07;0,4301;0,073;2,89;0,1808;2,161;3,721;0,0626
2020-08;ÓLEO DIESEL S10;4803,0;R$/l;3,4303;0,2304;2,79;5,07;0,4015;0,0672;3,0288;0,1517;2,16;3,904;0,0501
2020-10;ÓLEO DIESEL S10;945,0;R$/l;3,5807;0,2553;3,079;4,69;;0,0713;;;;;
2020-11;ÓLEO DIESEL S10;1494,0;R$/l;3,606;0,2411;2,989;5,221;;0,0668;;;;;
2020-12;ÓLEO DIESEL S10;1847,0;R$/l;3,6845;0,2264;3,099;5,379;;0,0614;;;;;
2021-01;ÓLEO DIESEL S10;2069,0;R$/l;3,7683;0,2233;3,169;5,3;;0,0592;;;;;
2021-02;ÓLEO DIESEL S10;2241,0;R$/l;3,9975;0,2913;3,199;5,89;;0,0729;;;;;
2021-03;ÓLEO DIESEL S10;2531,0;R$/l;4,3141;0,2499;3,59;5,89;;0,0579;;;;;
2021-04;ÓLEO DIESEL S10;2604,0;R$/l;4,2623;0,2569;3,699;5,78;;0,0603;;;;;
2021-05;ÓLEO DIESEL S10;2765,0;R$/l;4,5122;0,2606;3,299;6,349;;0,0578;;;;;
2021-06;ÓLEO DIESEL S10;3281,0;R$/l;4,5632;0,2445;2,805;6,349;;0,0536;;;;;
2021-07;ÓLEO DIESEL S10;3587,0;R$/l;4,6349;0,2511;3,899;6,349;;0,0542;;;;;
2021-08;ÓLEO DIESEL S10;3590,0;R$/l;4,6687;0,2546;4,005;6,49;;0,0545;;;;;
2021-09;ÓLEO DIESEL S10;3604,0;R$/l;4,7626;0,2573;4,005;6,49;;0,054;;;;;
2021-10;ÓLEO DIESEL S10;3806,0;R$/l;5,0895;0,2993;4,049;6,8;;0,0588;;;;;
2021-11;ÓLEO DIESEL S10;3874,0;R$/l;5,4435;0,2533;4,099;6,8;;0,0465;;;;;
2021-12;ÓLEO DIESEL S10;3848,0;R$/l;5,4231;0,2547;4,499;6,959;;0,047;;;;;
2022-01;ÓLEO DIESEL S10;3909,0;R$/l;5,5539;0,2818;4,369;7,005;;0,0507;;;;;
2022-02;ÓLEO DIESEL S10;4081,0;R$/l;5,6523;0,2618;4,369;7,085;;0,0463;;;;;
2022-03;ÓLEO DIESEL S10;4102,0;R$/l;6,3615;0,5614;4,649;8,065;;0,0882;;;;;
2022-04;ÓLEO DIESEL S10;4308,0;R$/l;6,7314;0,2976;4,659;8,065;;0,0442;;;;;
2022-05;ÓLEO DIESEL S10;4432,0;R$/l;6,9726;0,3654;5,378;8,49;;0,0524;;;;;
2022-06;ÓLEO DIESEL S10;4556,0;R$/l;7,2798;0,4736;5,39;9,15;;0,0651;;;;;
2022-07;ÓLEO DIESEL S10;4541,0;R$/l;7,5706;0,299;6,29;9,0;;0,0395;;;;;
2022-08;ÓLEO DIESEL S10;4573,0;R$/l;7,1913;0,3749;5,46;9,0;;0,0521;;;;;
2022-09;ÓLEO DIESEL S10;4470,0;R$/l;6,9084;0,3338;3,69;8,89;;0,0483;;;;;
2022-10;ÓLEO DIESEL S10;1486,0;R$/l;6,6845;0,3379;3,59;8,59;;0,0506;;;;;
2022-11;ÓLEO DIESEL S10;2040,0;R$/l;6,692;0,3274;5,75;8,59;;0,0489;;;;;
2022-12;ÓLEO DIESEL S10;2275,0;R$/l;6,4948;0,3671;5,57;9,65;;0,0565;;;;;
2023-01;ÓLEO DIESEL S10;2704,0;R$/l;6,439;0,3674;5,59;8,85;;0,0571;;;;;
2023-02;ÓLEO DIESEL S10;2964,0;R$/l;6,1726;0,4252;5,27;8,88;;0,0689;;;;;
2023-03;ÓLEO DIESEL S10;3072,0;R$/l;5,9548;0,401;5,09;8,91;;0,0673;;;;;
2023-04;ÓLEO DIESEL S10;3171,0;R$/l;5,8053;0,4067;4,88;9,0;;0,07;;;;;
2023-05;ÓLEO DIESEL S10;3283,0;R$/l;5,4409;0,4662;4,49;9,0;;0,0857;;;;;
2023-06;ÓLEO DIESEL S10;3327,0;R$/l;5,0891;0,3943;4,39;9,0;;0,0775;;;;;
2023-07;ÓLEO DIESEL S10;3402,0;R$/l;5,0013;0,3779;4,27;9,0;;0,0756;;;;;
2023-08;ÓLEO DIESEL S10;3387,0;R$/l;5,5505;0,6013;4,19;8,49;;0,1083;;;;;
2023-09;ÓLEO DIESEL S10;3365,0;R$/l;6,2001;0,3187;4,69;8,49;;0,0514;;;;;
2023-10;ÓLEO DIESEL S10;3359,0;R$/l;6,2172;0,3297;4,66;8,89;;0,053;;;;;
2023-11;ÓLEO DIESEL S10;3441,0;R$/l;6,2081;0,3509;4,99;8,89;;0,0565;;;;;
2023-12;ÓLEO DIESEL S10;3405,0;R$/l;6,0349;0,3877;4,89;8,89;;0,0642;;;;;
2024-01;ÓLEO DIESEL S10;3370,0;R$/l;5,9456;0,3927;4,99;8,89;;0,0661;;;;;
2024-02;ÓLEO DIESEL S10;3481,0;R$/l;5,9655;0,3831;4,99;8,89;;0,0642;;;;;
2024-03;ÓLEO DIESEL S10;3480,0;R$/l;5,932;0,3822;4,99;8,49;;0,0644;;;;;
2024-04;ÓLEO DIESEL S10;3489,0;R$/l;5,9424;0,3697;4,99;8,49;;0,0622;;;;;
2024-05;ÓLEO DIESEL S10;3394,0;R$/l;5,9452;0,3647;5,19;8,49;;0,0613;;;;;
2024-06;ÓLEO DIESEL S10;3410,0;R$/l;5,9308;0,359;5,11;8,49;;0,0605;;;;;
2024-07;ÓLEO DIESEL S10;2955,0;R$/l;6,0142;0,3474;5,2;8,49;;0,0578;;;;;
2024-08;ÓLEO DIESEL S10;2933,0;R$/l;6,0232;0,3469;5,19;8,99;;0,0576;;;;;
2024-09;ÓLEO DIESEL S10;2932,0;R$/l;6,017;0,353;5,33;8,99;;0,0587;;;;;
2024-10;ÓLEO DIESEL S10;2944,0;R$/l;6,0178;0,3615;5,33;8,99;;0,0601;;;;;
2024-11;ÓLEO DIESEL S10;2811,0;R$/l;6,0464;0,3594;5,33;8,99;;0,0594;;;;;
2024-12;ÓLEO DIESEL S10;2723,0;R$/l;6,114;0,3574;5,09;8,99;;0,0584;;;;;
2025-01;ÓLEO DIESEL S10;2848,0;R$/l;6,1557;0,3574;5,19;8,99;;0,0581;;;;;
2025-02;ÓLEO DIESEL S10;2914,0;R$/l;6,4504;0,3568;5,19;8,99;;0,0553;;;;;
2025-03;ÓLEO DIESEL S10;3043,0;R$/l;6,4233;0,3561;5,59;8,99;;0,0554;;;;;
2025-04;ÓLEO DIESEL S10;2989,0;R$/l;6,2954;0,3944;5,44;8,99;;0,0627;;;;;
2025-05;ÓLEO DIESEL S10;2997,0;R$/l;6,1321;0,4254;5,28;8,99;;0,0694;;;;;
2025-06;ÓLEO DIESEL S10;2935,0;R$/l;6,036;0,4266;5,19;8,99;;0,0707;;;;;
2025-07;ÓLEO DIESEL S10;2624,0;R$/l;6,0377;0,4221;5,09;8,99;;0,0699;;;;;
2025-08;ÓLEO DIESEL S10;2370,0;R$/l;6,0632;0,4101;5,09;9,29;;0,0676;;;;;
2025-09;ÓLEO DIESEL S10;2398,0;R$/l;6,06;0,4202;5,34;9,29;;0,0693;;;;;
2025-10;ÓLEO DIESEL S10;2596,0;R$/l;6,0558;0,3941;5,39;9,29;;0,0651;;;;;
2025-11;ÓLEO DIESEL S10;2774,0;R$/l;6,0647;0,3668;4,73;8,99;;0,0605;;;;;
2025-12;ÓLEO DIESEL S10;2780,0;R$/l;6,0746;0,3629;5,39;8,99;;0,0597;;;;;
2026-01;ÓLEO DIESEL S10;2916,0;R$/l;6,1133;0,3723;5,35;9,39;;0,0609;;;;;
2026-02;ÓLEO DIESEL S10;2962,0;R$/l;6,1049;0,3812;5,33;9,99;;0,0624;;;;;
2026-03;ÓLEO DIESEL S10;2949,0;R$/l;6,5142;0,5852;5,39;9,99;;0,0898;;;;;
