PRODUTO,MES,NÚMERO DE POSTOS PESQUISADOS,PREÇO MÉDIO REVENDA,DESVIO PADRÃO REVENDA,PREÇO MÍNIMO REVENDA,PREÇO MÁXIMO REVENDA,MARGEM MÉDIA REVENDA,COEF DE VARIAÇÃO REVENDA,PREÇO MÉDIO DISTRIBUIÇÃO,DESVIO PADRÃO DISTRIBUIÇÃO,PREÇO MÍNIMO DISTRIBUIÇÃO,PREÇO MÁXIMO DISTRIBUIÇÃO,COEF DE VARIAÇÃO DISTRIBUIÇÃO
OLEO DIESEL,2015-12,13937,2.9842500000000003,0.158,2.489,3.95,0.325,0.05275,2.65925,0.115,2.29,3.2595,0.043
OLEO DIESEL,2016-01,18697,3.005,0.16060000000000002,2.46,3.95,0.319,0.0536,2.686,0.11739999999999999,2.1789,3.2596,0.0438
OLEO DIESEL,2016-02,15015,3.017,0.1645,2.499,3.95,0.32275,0.0545,2.69425,0.128,2.3203,3.3497,0.0475
OLEO DIESEL,2016-03,14793,3.021,0.16675,2.499,3.98,0.32725000000000004,0.05525,2.69375,0.13075,2.0615,3.326,0.04875
OLEO DIESEL,2016-04,14870,3.02125,0.17075,2.64,3.98,0.32525000000000004,0.05675,2.6959999999999997,0.1305,2.32,3.3727,0.0485
OLEO DIESEL,2016-05,18513,3.0170000000000003,0.1704,2.46,3.98,0.327,0.056400000000000006,2.69,0.1308,2.059,3.3693,0.0486
OLEO DIESEL,2016-06,14661,3.0140000000000002,0.17175,2.539,3.98,0.32625000000000004,0.057,2.68775,0.13075,2.0929,3.3534,0.04875
OLEO DIESEL,2016-07,18127,3.0119999999999996,0.1722,2.539,3.98,0.332,0.05700000000000001,2.68,0.1348,2.2956,3.3393,0.0502
OLEO DIESEL,2016-08,14437,3.0095,0.172,2.53,3.98,0.33625000000000005,0.05725,2.67325,0.1345,2.311,3.3393,0.05025
OLEO DIESEL,2016-09,14449,3.0084999999999997,0.173,2.53,3.98,0.33425000000000005,0.05775,2.67425,0.1365,2.3604,3.3421,0.051
OLEO DIESEL,2016-10,17900,3.0076,0.1724,2.53,3.98,0.3466,0.05740000000000001,2.661,0.1422,2.194,3.3721,0.0536
OLEO DIESEL,2016-11,14341,2.9907500000000002,0.1785,2.459,3.98,0.3765,0.05975,2.61425,0.14975,2.19,3.3445,0.057249999999999995
OLEO DIESEL,2016-12,14183,3.02425,0.18975,2.459,4.07,0.41025,0.06275,2.614,0.158,2.18,3.3893,0.0605
OLEO DIESEL,2017-01,17711,3.0944,0.19119999999999998,2.459,4.22,0.3782,0.0618,2.7161999999999997,0.15,2.19,3.4421,0.055200000000000006
OLEO DIESEL,2017-02,14124,3.0934999999999997,0.193,2.55,4.22,0.39875,0.0625,2.69475,0.1465,2.19,3.4421,0.0545
OLEO DIESEL,2017-03,14097,3.0445,0.2005,2.459,4.22,0.4315,0.06575,2.613,0.1515,2.233,3.2814,0.058
OLEO DIESEL,2017-04,17471,3.0156,0.2004,2.48,4.22,0.434,0.0664,2.5816,0.1436,2.2107,3.2214,0.055600000000000004
OLEO DIESEL,2017-05,13905,3.01775,0.19775,2.48,4.22,0.4035,0.06575,2.61425,0.13575,2.21,3.23,0.052
OLEO DIESEL,2017-06,13845,2.98675,0.202,2.459,4.22,0.4345,0.0675,2.55225,0.14575,2.1097,3.21,0.05725
OLEO DIESEL,2017-07,15544,2.9892,0.21459999999999999,2.39,4.27,0.465,0.0716,2.5242,0.1656,2.04,3.44,0.0656
OLEO DIESEL,2017-08,7102,3.09925,0.20975,2.45,4.37,0.39625,0.06775,2.7030000000000003,0.16999999999999998,2.09,3.44,0.063
OLEO DIESEL,2017-09,7041,3.1675,0.20325000000000001,2.64,4.47,0.37225,0.06425,2.7952500000000002,0.15225,2.208,3.5201,0.0545
OLEO DIESEL,2017-10,8760,3.2196,0.1964,2.699,4.47,0.352,0.061,2.8676,0.13620000000000002,2.34,3.56,0.047599999999999996
OLEO DIESEL,2017-11,6965,3.28775,0.20450000000000002,2.789,4.47,0.3575,0.06225,2.93025,0.139,2.4095,3.7024,0.0475
OLEO DIESEL,2017-12,10080,3.3259999999999996,0.20380000000000004,2.83,4.47,0.3706,0.061399999999999996,2.9554,0.1472,2.1333,3.7264,0.05
OLEO DIESEL,2018-01,13108,3.3802499999999998,0.20225,2.799,4.49,0.3595,0.05975,3.02075,0.15275,2.49,3.8117,0.050749999999999997
OLEO DIESEL,2018-02,13142,3.388,0.2055,2.799,4.479,0.398,0.0605,2.99,0.15975,2.49,3.733,0.05325
OLEO DIESEL,2018-03,12995,3.383,0.21025,2.89,4.479,0.40449999999999997,0.062,2.9785,0.16,2.49,3.6862,0.05375
OLEO DIESEL,2018-04,16191,3.4402,0.2104,2.89,4.7,0.3516,0.0612,3.0886,0.15960000000000002,2.49,3.9,0.0516
OLEO DIESEL,2018-05,9981,3.6905,0.21575,2.99,5.2,0.363,0.05825,3.3275,0.165,2.49,4.1,0.0495
OLEO DIESEL,2018-06,12228,3.4255,0.223,2.89,4.859,0.327,0.06525,3.0985,0.1835,2.44,4.1,0.059
OLEO DIESEL,2018-07,15879,3.3802,0.201,2.89,4.449,0.328,0.0596,3.0522,0.1504,2.62,3.8719,0.0492
OLEO DIESEL,2018-08,12608,3.373,0.19975,2.889,4.67,0.3195,0.05925,3.0534999999999997,0.14325,2.6191,3.89,0.04675
OLEO DIESEL,2018-09,15684,3.6178,0.2096,2.889,4.95,0.36920000000000003,0.05800000000000001,3.2485999999999997,0.1598,2.6191,4.0196,0.0492
OLEO DIESEL,2018-10,12425,3.716,0.19925,3.099,4.95,0.3475,0.05375,3.3685,0.149,2.9027,4.099,0.04425
OLEO DIESEL,2018-11,12433,3.66,0.2135,3.08,4.95,0.39475000000000005,0.058249999999999996,3.26525,0.1685,2.8666,4.0733,0.0515
OLEO DIESEL,2018-12,15506,3.4875999999999996,0.2576,2.87,4.95,0.4516,0.0738,3.036,0.203,2.532,4.05,0.0668
OLEO DIESEL,2019-01,12443,3.4370000000000003,0.2505,2.87,4.95,0.41225,0.07275,3.02475,0.179,2.5684,4.0712,0.0595
OLEO DIESEL,2019-02,12444,3.4522500000000003,0.23575,2.89,4.95,0.3665,0.0685,3.08575,0.16725,2.665,4.062,0.0545
OLEO DIESEL,2019-03,15393,3.535,0.2246,2.899,4.95,0.3666,0.0636,3.1683999999999997,0.1622,2.7,4.19,0.0514
OLEO DIESEL,2019-04,12373,3.5815,0.218,3.04,4.95,0.395,0.061,3.1865,0.161,2.597,4.24,0.0505
OLEO DIESEL,2019-05,12318,3.65125,0.2155,3.099,4.95,0.373,0.05875,3.27825,0.153,2.92,4.27,0.047
OLEO DIESEL,2019-06,15521,3.5962000000000005,0.22280000000000003,3.049,4.95,0.4042,0.0622,3.192,0.15940000000000001,2.7899,4.27,0.05
OLEO DIESEL,2019-07,12284,3.53925,0.2255,3.029,4.95,0.418,0.06375,3.12125,0.15825,2.6765,4.1922,0.05075
OLEO DIESEL,2019-08,12379,3.52325,0.22425,3.048,4.95,0.4035,0.06375,3.11975,0.159,2.59,4.1197,0.051000000000000004
OLEO DIESEL,2019-09,15488,3.6046,0.225,2.999,4.95,0.3738,0.0626,3.2308,0.1602,2.733,4.0356,0.0496
OLEO DIESEL,2019-10,12328,3.70725,0.2185,3.139,4.95,0.353,0.05875,3.35425,0.14075,2.838,4.0498,0.042
OLEO DIESEL,2019-11,12339,3.7127499999999998,0.217,3.17,4.95,0.375,0.058499999999999996,3.3377499999999998,0.144,2.9,3.98,0.043
OLEO DIESEL,2019-12,15342,3.7424,0.2122,3.249,4.99,0.3638,0.0568,3.3786,0.1514,2.9,4.1918,0.04479999999999999
OLEO DIESEL,2020-01,12222,3.788,0.2105,3.29,5.009,0.3715,0.05575,3.4165,0.14575,3.015,4.1918,0.043
OLEO DIESEL,2020-02,12258,3.71375,0.226,3.149,4.99,0.4455,0.06075,3.26825,0.16025,2.7352,3.9477,0.049
OLEO DIESEL,2020-03,15180,3.5588,0.2496,2.89,4.95,0.4902,0.0702,3.0686,0.175,2.56,3.9477,0.05720000000000001
OLEO DIESEL,2020-04,12124,3.277,0.26425,2.453,4.95,0.47675,0.0805,2.80025,0.17200000000000001,2.2125,3.5661,0.06175
OLEO DIESEL,2020-05,15110,3.0385999999999997,0.26480000000000004,2.459,4.95,0.49260000000000004,0.0872,2.5460000000000003,0.1662,2.165,3.32,0.06520000000000001
OLEO DIESEL,2020-06,12053,3.0795,0.2415,2.54,4.95,0.44175,0.07825,2.63775,0.14350000000000002,2.165,3.2912,0.05425
OLEO DIESEL,2020-07,12108,3.2584999999999997,0.23125,2.54,4.95,0.4,0.07100000000000001,2.8585000000000003,0.15175,2.22,3.7022,0.05325
OLEO DIESEL,2020-08,8952,3.359,0.2306666666666667,2.729,4.95,0.3753333333333333,0.06833333333333334,2.9836666666666667,0.14266666666666664,2.4168,3.8976,0.04766666666666667
OLEO DIESEL,2020-10,703,3.4539999999999997,0.291,2.879,4.65,,0.08449999999999999,,,,,
OLEO DIESEL,2020-11,3277,3.5134,0.2538,2.949,5.09,,0.0722,,,,,
OLEO DIESEL,2020-12,3341,3.6102499999999997,0.23450000000000001,3.09,4.8,,0.06475,,,,,
OLEO DIESEL,2021-01,4963,3.6996,0.2318,3.25,5.25,,0.0628,,,,,
OLEO DIESEL,2021-02,4736,4.0265,0.2565,3.33,5.85,,0.064,,,,,
OLEO DIESEL,2021-03,5127,4.2509999999999994,0.2755,3.399,6.01,,0.065,,,,,
OLEO DIESEL,2021-04,5439,4.199,0.28099999999999997,3.599,5.899,,0.067,,,,,
OLEO DIESEL,2021-05,7352,4.4658,0.2792,3.099,6.13,,0.0624,,,,,
OLEO DIESEL,2021-06,7231,4.49875,0.265,3.099,6.1,,0.059,,,,,
OLEO DIESEL,2021-07,7921,4.581,0.26975000000000005,3.889,6.398,,0.059,,,,,
OLEO DIESEL,2021-08,9813,4.6102,0.2736,3.78,6.35,,0.059399999999999994,,,,,
OLEO DIESEL,2021-09,7943,4.728,0.275,3.699,6.48,,0.058,,,,,
OLEO DIESEL,2021-10,10394,5.093999999999999,0.2752,3.89,6.7,,0.054000000000000006,,,,,
OLEO DIESEL,2021-11,8490,5.35825,0.2645,4.07,6.7,,0.04925,,,,,
OLEO DIESEL,2021-12,8450,5.343,0.26825,4.07,6.986,,0.05025,,,,,
OLEO DIESEL,2022-01,10824,5.5042,0.2774,4.07,6.905,,0.0506,,,,,
OLEO DIESEL,2022-02,9002,5.5895,0.2705,4.349,6.985,,0.04875,,,,,
OLEO DIESEL,2022-03,8932,6.40625,0.35325,4.599,7.98,,0.055499999999999994,,,,,
OLEO DIESEL,2022-04,9662,6.59925,0.31275,4.999,7.979,,0.0475,,,,,
OLEO DIESEL,2022-05,12275,6.843999999999999,0.3646,5.49,8.69,,0.053200000000000004,,,,,
OLEO DIESEL,2022-06,10029,7.23,0.36825,5.64,8.99,,0.051000000000000004,,,,,
OLEO DIESEL,2022-07,12489,7.446000000000001,0.3066,5.69,9.0,,0.0412,,,,,
OLEO DIESEL,2022-08,9916,7.0225,0.342,6.24,8.89,,0.04875,,,,,
OLEO DIESEL,2022-09,7495,6.7475,0.3405,3.14,8.81,,0.0505,,,,,
OLEO DIESEL,2022-10,3849,6.553999999999999,0.3362,4.6,8.52,,0.0512,,,,,
OLEO DIESEL,2022-11,5034,6.57,0.32425000000000004,5.09,8.52,,0.0495,,,,,
OLEO DIESEL,2022-12,5529,6.355,0.35650000000000004,4.62,8.52,,0.05625,,,,,
OLEO DIESEL,2023-01,8168,6.332,0.366,4.89,7.99,,0.0578,,,,,
OLEO DIESEL,2023-02,7365,6.03,0.4025,4.89,7.99,,0.06675,,,,,
OLEO DIESEL,2023-03,7595,5.8675,0.39375000000000004,4.59,7.69,,0.067,,,,,
OLEO DIESEL,2023-04,10195,5.726000000000001,0.3956,4.76,7.69,,0.069,,,,,
OLEO DIESEL,2023-05,8408,5.295,0.41175,3.97,7.69,,0.0775,,,,,
OLEO DIESEL,2023-06,8328,5.0125,0.37324999999999997,4.09,7.29,,0.0745,,,,,
OLEO DIESEL,2023-07,10833,4.938000000000001,0.36419999999999997,4.09,7.19,,0.0736,,,,,
OLEO DIESEL,2023-08,8708,5.585,0.385,4.09,7.75,,0.07,,,,,
OLEO DIESEL,2023-09,8600,6.0874999999999995,0.32675,4.09,7.96,,0.05375,,,,,
OLEO DIESEL,2023-10,10721,6.0840000000000005,0.335,4.09,7.96,,0.0548,,,,,
OLEO DIESEL,2023-11,8656,6.0775,0.351,4.69,7.95,,0.05775,,,,,
OLEO DIESEL,2023-12,10647,5.918,0.37320000000000003,4.69,7.95,,0.063,,,,,
OLEO DIESEL,2024-01,8561,5.85,0.3935,4.69,8.19,,0.06725,,,,,
OLEO DIESEL,2024-02,8771,5.8975,0.38325,4.69,7.95,,0.06475,,,,,
OLEO DIESEL,2024-03,10883,5.866,0.38580000000000003,5.12,7.95,,0.066,,,,,
OLEO DIESEL,2024-04,8696,5.88,0.3715,5.19,7.82,,0.06325,,,,,
OLEO DIESEL,2024-05,8366,5.8774999999999995,0.3715,5.04,7.82,,0.06325,,,,,
OLEO DIESEL,2024-06,10408,5.8740000000000006,0.3626,5.09,7.82,,0.0616,,,,,
OLEO DIESEL,2024-07,7169,5.9475,0.356,5.29,7.82,,0.06,,,,,
OLEO DIESEL,2024-08,7223,5.95,0.35475,5.36,7.82,,0.05925,,,,,
OLEO DIESEL,2024-09,8822,5.936,0.3556,5.34,7.82,,0.0598,,,,,
OLEO DIESEL,2024-10,7135,5.945,0.37024999999999997,5.37,7.75,,0.06225,,,,,
OLEO DIESEL,2024-11,6695,5.98,0.354,5.29,7.93,,0.05925,,,,,
OLEO DIESEL,2024-12,8299,6.044,0.3566,5.25,7.93,,0.059,,,,,
OLEO DIESEL,2025-01,6928,6.0825,0.35025,5.39,7.93,,0.0575,,,,,
OLEO DIESEL,2025-02,7060,6.3825,0.34675,5.58,8.19,,0.05425,,,,,
OLEO DIESEL,2025-03,9129,6.348000000000001,0.3494,5.47,8.33,,0.05500000000000001,,,,,
OLEO DIESEL,2025-04,7254,6.2075,0.3755,5.47,8.19,,0.0605,,,,,
OLEO DIESEL,2025-05,7206,6.0600000000000005,0.40049999999999997,5.29,8.33,,0.066,,,,,
OLEO DIESEL,2025-06,8821,5.974,0.4046,5.29,8.19,,0.068,,,,,
OLEO DIESEL,2025-07,5773,5.9725,0.40225,5.24,8.19,,0.0675,,,,,
OLEO DIESEL,2025-08,6648,6.0,0.39039999999999997,5.32,8.19,,0.065,,,,,
OLEO DIESEL,2025-09,5642,5.995,0.39375000000000004,5.31,8.39,,0.0655,,,,,
OLEO DIESEL,2025-10,6074,5.9825,0.37725,5.39,8.33,,0.06275,,,,,
OLEO DIESEL,2025-11,8402,5.998,0.36639999999999995,5.39,8.15,,0.0608,,,,,
OLEO DIESEL,2025-12,6648,6.01,0.35875,5.29,8.33,,0.06,,,,,
OLEO DIESEL,2026-01,6963,6.047499999999999,0.3545,5.39,8.33,,0.058249999999999996,,,,,
OLEO DIESEL,2026-02,7166,6.0375,0.3605,5.09,8.33,,0.05975,,,,,
OLEO DIESEL,2026-03,3474,6.4399999999999995,0.4375,5.39,8.49,,0.0675,,,,,
OLEO DIESEL S10,2012-12,284,2.202,0.079,1.999,2.48,0.245,0.036,1.957,0.044,1.839,2.1168,0.022
OLEO DIESEL S10,2013-01,4557,2.23275,0.10775,1.99,2.95,0.2415,0.048,1.99125,0.07225000000000001,1.8,2.47,0.036250000000000004
OLEO DIESEL S10,2013-02,6671,2.33,0.11575,2.059,3.05,0.266,0.04975,2.064,0.08474999999999999,1.7955,2.5543,0.041249999999999995
OLEO DIESEL S10,2013-03,9351,2.3952,0.1212,2.029,3.1,0.2672,0.0506,2.128,0.086,1.889,2.5703,0.040400000000000005
OLEO DIESEL S10,2013-04,8630,2.42625,0.124,2.15,3.1,0.2655,0.05125,2.16075,0.091,1.71,2.6383,0.041999999999999996
OLEO DIESEL S10,2013-05,8994,2.43025,0.12175,2.049,3.1,0.26875000000000004,0.05025,2.1615,0.08775,1.8742,2.6525,0.0405
OLEO DIESEL S10,2013-06,11837,2.431,0.12079999999999999,2.14,3.1,0.26680000000000004,0.0496,2.1642,0.08020000000000001,1.925,2.678,0.0372
OLEO DIESEL S10,2013-07,10066,2.431,0.12025,2.029,3.1,0.26925,0.0495,2.16175,0.082,1.889,2.7341,0.038
OLEO DIESEL S10,2013-08,10434,2.42975,0.11975,2.179,3.15,0.272,0.0495,2.15775,0.082,1.911,2.678,0.038
OLEO DIESEL S10,2013-09,14065,2.4288,0.1192,2.13,3.15,0.2702,0.049,2.1586,0.08280000000000001,1.923,2.674,0.0382
OLEO DIESEL S10,2013-10,11657,2.42875,0.11975,1.938,3.15,0.27325,0.04925,2.1555,0.08475,1.9664,2.6742,0.03925
OLEO DIESEL S10,2013-11,11969,2.4282500000000002,0.12075,2.026,3.1,0.27175000000000005,0.04975,2.1565,0.08325,1.908,2.6747,0.03875
OLEO DIESEL S10,2013-12,15880,2.571,0.1308,2.159,3.39,0.30920000000000003,0.0508,2.2618,0.0964,1.924,2.8081,0.0426
OLEO DIESEL S10,2014-01,13215,2.59125,0.12725,2.279,3.39,0.2865,0.049,2.3047500000000003,0.08449999999999999,1.99,2.9,0.0365
OLEO DIESEL S10,2014-02,13688,2.59525,0.12725,2.25,3.39,0.28075,0.049,2.3145,0.08725,1.9337,3.0709,0.038
OLEO DIESEL S10,2014-03,18312,2.6020000000000003,0.1252,2.253,3.39,0.29159999999999997,0.048,2.3104,0.0844,2.068,2.9288,0.0364
OLEO DIESEL S10,2014-04,15357,2.607,0.12575,2.299,3.39,0.2945,0.048,2.3125,0.08875,2.068,2.9288,0.0385
OLEO DIESEL S10,2014-05,15424,2.608,0.128,2.279,3.39,0.29574999999999996,0.049,2.31225,0.092,2.023,2.9568,0.03975
OLEO DIESEL S10,2014-06,19884,2.6092,0.1276,2.299,3.4,0.29419999999999996,0.049,2.315,0.09,1.95,2.975,0.0388
OLEO DIESEL S10,2014-07,16408,2.6092500000000003,0.12725,2.299,3.4,0.29074999999999995,0.049,2.3185000000000002,0.09,1.95,2.8829,0.039
OLEO DIESEL S10,2014-08,21054,2.6228000000000002,0.1274,2.216,3.4,0.295,0.0484,2.3278,0.08959999999999999,2.103,2.8829,0.038400000000000004
OLEO DIESEL S10,2014-09,17190,2.6395,0.12675,2.199,3.4,0.296,0.048,2.3434999999999997,0.0925,2.073,2.9809,0.0395
OLEO DIESEL S10,2014-10,17575,2.64025,0.126,2.329,3.4,0.2965,0.048,2.34375,0.0915,2.0323,2.9809,0.03925
OLEO DIESEL S10,2014-11,22557,2.7206,0.134,2.349,3.56,0.316,0.0494,2.4046,0.1,2.0463,3.0857,0.041600000000000005
OLEO DIESEL S10,2014-12,18338,2.75725,0.13375,2.37,3.59,0.31475,0.0485,2.4425,0.104,2.0491,3.1184,0.042499999999999996
OLEO DIESEL S10,2015-01,18423,2.7634999999999996,0.134,2.099,3.59,0.306,0.0485,2.4575,0.101,2.1244,3.1184,0.041
OLEO DIESEL S10,2015-02,18824,2.9375,0.14575,2.099,3.75,0.3795,0.04975,2.558,0.1125,2.12,3.2848,0.044
OLEO DIESEL S10,2015-03,23936,2.9582,0.1414,2.47,3.75,0.33940000000000003,0.047799999999999995,2.6188000000000002,0.1106,2.122,3.3824,0.042
OLEO DIESEL S10,2015-04,19346,2.9565,0.1415,2.359,3.75,0.3425,0.048,2.614,0.105,2.1745,3.211,0.04025
OLEO DIESEL S10,2015-05,24444,2.9558,0.1404,2.569,3.75,0.33840000000000003,0.047599999999999996,2.6174,0.1072,2.1426,3.2173,0.041
OLEO DIESEL S10,2015-06,19693,2.95725,0.13875,2.569,3.75,0.3355,0.04675,2.62175,0.10875,2.308,3.2409,0.0415
OLEO DIESEL S10,2015-07,19957,2.95375,0.137,2.469,3.75,0.324,0.04625,2.62975,0.10200000000000001,2.26,3.2443,0.039
OLEO DIESEL S10,2015-08,13410,2.9515,0.1395,2.499,3.75,0.316,0.04725,2.6355,0.107,2.1116,3.2687,0.0405
OLEO DIESEL S10,2015-09,7347,2.95525,0.143,2.599,3.7,0.315,0.04825,2.64025,0.106,2.256,3.2447,0.04025
OLEO DIESEL S10,2015-10,8994,3.0735,0.156,2.649,4.02,0.3645,0.05075,2.709,0.1155,2.314,3.3655,0.042749999999999996
OLEO DIESEL S10,2015-11,13400,3.1128,0.1552,2.59,4.02,0.3576,0.0498,2.7552,0.11599999999999999,2.39,3.4184,0.0422
OLEO DIESEL S10,2015-12,13944,3.1275,0.155,2.649,4.02,0.34924999999999995,0.0495,2.77825,0.109,2.1976,3.4395,0.0395
OLEO DIESEL S10,2016-01,18631,3.1496,0.159,2.649,4.02,0.345,0.0504,2.8045999999999998,0.11499999999999999,2.33,3.4395,0.041
OLEO DIESEL S10,2016-02,15051,3.159,0.16475,2.649,4.25,0.34624999999999995,0.0525,2.81275,0.12725,2.49,3.5956,0.0455
OLEO DIESEL S10,2016-03,15167,3.1645,0.165,2.649,4.09,0.35524999999999995,0.052,2.80925,0.1325,2.49,3.6442,0.047
OLEO DIESEL S10,2016-04,15281,3.165,0.17025,2.74,4.098,0.351,0.05375,2.814,0.134,2.4344,3.6953,0.0475
OLEO DIESEL S10,2016-05,19383,3.1604,0.169,2.499,4.25,0.3572,0.0536,2.8032,0.1338,2.3355,3.75,0.047599999999999996
OLEO DIESEL S10,2016-06,15751,3.159,0.17125,2.69,4.09,0.35924999999999996,0.05425,2.79975,0.13125,2.4041,3.75,0.04675
OLEO DIESEL S10,2016-07,19924,3.1550000000000002,0.1724,2.73,4.25,0.3612,0.0546,2.7938,0.13340000000000002,2.07,3.6877,0.047799999999999995
OLEO DIESEL S10,2016-08,16118,3.15,0.172,2.69,4.25,0.3645,0.05475,2.7855,0.136,2.184,3.7136,0.049
OLEO DIESEL S10,2016-09,16165,3.14975,0.17425,2.499,4.099,0.36024999999999996,0.0555,2.7895,0.13949999999999999,2.42,3.7403,0.050249999999999996
OLEO DIESEL S10,2016-10,20549,3.1475999999999997,0.17479999999999998,2.49,4.25,0.3706,0.055600000000000004,2.777,0.14379999999999998,2.344,3.7412,0.052000000000000005
OLEO DIESEL S10,2016-11,16455,3.134,0.181,2.599,4.25,0.39625,0.05775,2.73775,0.15075,2.29,3.7416,0.055
OLEO DIESEL S10,2016-12,16564,3.17075,0.19,2.599,4.25,0.42575,0.06,2.745,0.159,2.229,3.627,0.057999999999999996
OLEO DIESEL S10,2017-01,20760,3.2402,0.193,2.59,4.299,0.40040000000000003,0.059399999999999994,2.8398,0.1526,2.299,3.75,0.0538
OLEO DIESEL S10,2017-02,16728,3.23775,0.19375,2.69,4.26,0.421,0.06,2.81675,0.151,2.374,3.7029,0.0535
OLEO DIESEL S10,2017-03,16811,3.18425,0.20175,2.589,4.26,0.453,0.0635,2.73125,0.15875,2.3,3.5892,0.058249999999999996
OLEO DIESEL S10,2017-04,21087,3.1552,0.201,2.589,4.26,0.45680000000000004,0.0636,2.6984000000000004,0.1538,2.3,3.5892,0.05700000000000001
OLEO DIESEL S10,2017-05,16973,3.1535,0.20125,2.59,4.26,0.42974999999999997,0.06375,2.72375,0.14975,2.195,3.6658,0.055
OLEO DIESEL S10,2017-06,17151,3.11975,0.20425,2.52,4.26,0.45175,0.0655,2.668,0.15825,2.181,3.6658,0.05925
OLEO DIESEL S10,2017-07,19654,3.1234,0.21339999999999998,2.449,4.29,0.4822,0.06820000000000001,2.6412,0.1756,2.15,3.6244,0.0666
OLEO DIESEL S10,2017-08,9625,3.23875,0.20650000000000002,2.589,4.39,0.41925,0.06375,2.8195,0.17125,2.19,3.6057,0.061
OLEO DIESEL S10,2017-09,9666,3.30975,0.20725,2.739,4.499,0.39825,0.06275,2.9115,0.15625,2.3677,3.7367,0.05375
OLEO DIESEL S10,2017-10,12151,3.3546,0.20400000000000001,2.749,4.499,0.36819999999999997,0.0608,2.9864,0.14079999999999998,2.4444,3.912,0.0472
OLEO DIESEL S10,2017-11,9764,3.4210000000000003,0.21225,2.86,4.528,0.37825,0.06225,3.04275,0.14625,2.5402,3.9593,0.048
OLEO DIESEL S10,2017-12,13964,3.46,0.21139999999999998,2.799,4.59,0.40259999999999996,0.061,3.0574000000000003,0.1522,2.52,4.1418,0.0498
OLEO DIESEL S10,2018-01,17837,3.502,0.2045,2.94,4.77,0.3895,0.058499999999999996,3.1125,0.15275,2.52,4.1617,0.04925
OLEO DIESEL S10,2018-02,17833,3.5092499999999998,0.2075,2.899,4.77,0.42275,0.059,3.0865,0.16375,2.4934,4.1305,0.053
OLEO DIESEL S10,2018-03,17908,3.50175,0.21125,2.94,4.77,0.43174999999999997,0.0605,3.0700000000000003,0.16025,2.59,4.0783,0.05225
OLEO DIESEL S10,2018-04,22477,3.5278,0.211,2.94,4.97,0.3668,0.0598,3.161,0.1578,2.59,4.2794,0.05
OLEO DIESEL S10,2018-05,13928,3.77425,0.21225,3.099,5.3,0.38075,0.05625,3.3935,0.16825,2.59,4.4782,0.0495
OLEO DIESEL S10,2018-06,17130,3.50825,0.214,2.839,5.08,0.3465,0.061,3.16175,0.17725000000000002,2.5955,4.3063,0.05575
OLEO DIESEL S10,2018-07,22851,3.4592,0.1928,2.93,4.565,0.3464,0.0558,3.1128,0.143,2.7733,4.068,0.0462
OLEO DIESEL S10,2018-08,18462,3.452,0.19075,2.939,4.77,0.339,0.05525,3.113,0.13475,2.7753,3.89,0.04325
OLEO DIESEL S10,2018-09,23307,3.6990000000000003,0.2024,2.99,5.07,0.38680000000000003,0.0546,3.3122,0.1552,2.2551,4.1456,0.047
OLEO DIESEL S10,2018-10,18568,3.79275,0.1935,3.099,5.09,0.36024999999999996,0.051,3.4325,0.14375,2.892,4.242,0.04175
OLEO DIESEL S10,2018-11,18624,3.74475,0.2045,3.14,5.09,0.40900000000000003,0.0545,3.33575,0.1675,2.914,4.242,0.05025
OLEO DIESEL S10,2018-12,23268,3.5932000000000004,0.2464,2.979,5.07,0.47240000000000004,0.06860000000000001,3.1208,0.1988,2.44,4.18,0.0636
OLEO DIESEL S10,2019-01,18775,3.54175,0.237,2.979,5.07,0.44125000000000003,0.067,3.1005,0.17875,2.567,4.2559,0.057499999999999996
OLEO DIESEL S10,2019-02,18901,3.54925,0.22875,2.79,5.07,0.3945,0.0645,3.15475,0.16525,2.4795,4.21,0.0525
OLEO DIESEL S10,2019-03,23555,3.6222000000000003,0.2152,2.979,5.07,0.3832,0.059399999999999994,3.239,0.15360000000000001,2.7533,4.31,0.0472
OLEO DIESEL S10,2019-04,18888,3.669,0.212,2.999,5.07,0.414,0.057999999999999996,3.255,0.157,2.7231,4.35,0.04825
OLEO DIESEL S10,2019-05,18990,3.73175,0.2085,3.199,5.07,0.39175,0.05575,3.34,0.15375,2.212,4.39,0.046
OLEO DIESEL S10,2019-06,23694,3.6826,0.21400000000000002,3.09,5.07,0.43079999999999996,0.058199999999999995,3.2518000000000002,0.1588,2.69,4.4,0.048799999999999996
OLEO DIESEL S10,2019-07,18976,3.62725,0.21875,3.07,5.07,0.447,0.0605,3.18025,0.15675,2.7,4.325,0.04925
OLEO DIESEL S10,2019-08,19076,3.6125,0.2195,2.999,5.07,0.4315,0.061,3.181,0.1585,2.55,4.2539,0.04975
OLEO DIESEL S10,2019-09,23790,3.6846000000000005,0.21880000000000002,2.999,5.07,0.3928,0.059399999999999994,3.2918,0.158,2.29,4.19,0.048
OLEO DIESEL S10,2019-10,19121,3.7795,0.20875,3.16,5.07,0.36424999999999996,0.055,3.41525,0.143,2.87,4.19,0.04175
OLEO DIESEL S10,2019-11,19175,3.7865,0.207,3.19,5.07,0.38975000000000004,0.0545,3.39675,0.1415,2.4788,4.182,0.0415
