PRODUTO,MES,NÚMERO DE POSTOS PESQUISADOS,PREÇO MÉDIO REVENDA,DESVIO PADRÃO REVENDA,PREÇO MÍNIMO REVENDA,PREÇO MÁXIMO REVENDA,MARGEM MÉDIA REVENDA,COEF DE VARIAÇÃO REVENDA,PREÇO MÉDIO DISTRIBUIÇÃO,DESVIO PADRÃO DISTRIBUIÇÃO,PREÇO MÍNIMO DISTRIBUIÇÃO,PREÇO MÁXIMO DISTRIBUIÇÃO,COEF DE VARIAÇÃO DISTRIBUIÇÃO
GNV,2010-08,2621,1.6106000000000003,0.1622,1.299,2.389,0.3856,0.1006,1.225,0.19,0.7677,2.2,0.155
GNV,2010-09,2134,1.609,0.1615,1.299,2.389,0.39,0.1005,1.219,0.18,0.7488,2.2,0.14750000000000002
GNV,2010-10,2659,1.6114000000000002,0.1582,1.299,2.389,0.378,0.0982,1.2334,0.1768,0.7667,2.24,0.1434
GNV,2010-11,2086,1.60825,0.158,1.299,2.369,0.3795,0.09825,1.22875,0.18175,0.7678,2.159,0.148
GNV,2010-12,1997,1.573,0.19275,1.097,2.389,0.3615,0.12275,1.2115,0.19175,0.769,2.2159,0.15825
GNV,2011-01,2546,1.5504,0.21739999999999998,1.099,2.389,0.3736,0.13999999999999999,1.1768,0.2076,0.6041,2.2117,0.1766
GNV,2011-02,2018,1.55725,0.21625,1.099,2.389,0.37825,0.139,1.179,0.2115,0.6534,2.2117,0.1795
GNV,2011-03,2063,1.5665,0.22975,1.049,2.389,0.38975,0.1465,1.17675,0.20625,0.6534,2.2117,0.1755
GNV,2011-04,1977,1.6005,0.211,1.099,2.389,0.41125,0.132,1.18925,0.20625,0.6266,1.75,0.1735
GNV,2011-05,2559,1.6258,0.1994,1.099,2.389,0.42000000000000004,0.1226,1.2058,0.2004,0.6201,1.8906,0.16640000000000002
GNV,2011-06,2086,1.62725,0.1985,1.099,2.389,0.4155,0.122,1.2117499999999999,0.19874999999999998,0.6309,2.0068,0.16425
GNV,2011-07,2611,1.6172,0.20459999999999998,1.099,2.409,0.3812,0.1264,1.236,0.1982,0.6309,2.0055,0.16040000000000001
GNV,2011-08,2105,1.61625,0.19725,1.099,2.409,0.38275000000000003,0.122,1.2335,0.20174999999999998,0.696,2.2355,0.1635
GNV,2011-09,2146,1.613,0.202,1.099,2.409,0.3845,0.125,1.2285,0.19425,0.7086,2.0055,0.15825
GNV,2011-10,2574,1.6126,0.2036,1.099,2.449,0.3922,0.1262,1.2204000000000002,0.20259999999999997,0.6311,2.247,0.1662
GNV,2011-11,2086,1.6102500000000002,0.2025,1.099,2.31,0.38875,0.126,1.2215,0.20325,0.6309,2.0803,0.1665
GNV,2011-12,2018,1.62325,0.1925,1.099,2.499,0.4095,0.11900000000000001,1.21375,0.193,0.6309,1.98,0.159
GNV,2012-01,2497,1.6336,0.18159999999999998,1.189,2.549,0.3992,0.11140000000000001,1.2344000000000002,0.1806,0.6625,1.76,0.1462
GNV,2012-02,2026,1.63525,0.184,1.009,2.549,0.406,0.1125,1.22925,0.2025,0.6964,2.252,0.16525
GNV,2012-03,1986,1.63475,0.18475,1.199,2.369,0.39175000000000004,0.113,1.243,0.16475,0.6964,1.7084,0.1325
GNV,2012-04,2592,1.6948,0.1908,1.189,2.369,0.42139999999999994,0.1126,1.2734,0.17980000000000002,0.6966,1.7728,0.1412
GNV,2012-05,2061,1.70975,0.1985,1.19,2.369,0.41575,0.116,1.294,0.185,0.6965,1.822,0.14300000000000002
GNV,2012-06,2128,1.724,0.189,1.19,2.579,0.4255,0.1095,1.2985,0.17275,0.7914,1.822,0.133
GNV,2012-07,2611,1.7342,0.1876,1.29,2.579,0.4192,0.1082,1.315,0.1724,0.7679,1.9112,0.131
GNV,2012-08,2053,1.736,0.187,1.279,2.49,0.419,0.10775,1.317,0.154,0.8856,1.83,0.11674999999999999
GNV,2012-09,2585,1.7380000000000002,0.1842,1.349,2.399,0.39080000000000004,0.10600000000000001,1.3472000000000002,0.1658,0.7861,1.8784,0.123
GNV,2012-10,2059,1.7405,0.18175,1.349,2.399,0.40075,0.1045,1.33975,0.16175,0.8779,1.7847,0.121
GNV,2012-11,2021,1.7405000000000002,0.1845,1.319,2.399,0.4015,0.10575,1.339,0.15825,0.8779,1.9183,0.11825
GNV,2012-12,2535,1.7559999999999998,0.1726,1.359,2.599,0.4234,0.0982,1.3326,0.15560000000000002,0.8354,1.97,0.11679999999999999
GNV,2013-01,1947,1.7662499999999999,0.16899999999999998,1.379,2.599,0.4065,0.09575,1.35975,0.15325,0.8354,1.913,0.11275
GNV,2013-02,2035,1.77125,0.165,1.399,2.599,0.4205,0.093,1.3507500000000001,0.14875,0.837,1.8955,0.11025
GNV,2013-03,2580,1.7777999999999998,0.16540000000000002,1.399,2.599,0.422,0.093,1.3558,0.154,0.952,2.2218,0.11339999999999999
GNV,2013-04,2073,1.78225,0.16475,1.399,2.599,0.41825,0.09275,1.364,0.16325,0.952,2.2217,0.1195
GNV,2013-05,2040,1.77475,0.161,1.379,2.599,0.41225,0.091,1.3625,0.1575,0.952,1.8723,0.1155
GNV,2013-06,2569,1.7856,0.1642,1.35,2.799,0.4162,0.09179999999999999,1.3694000000000002,0.16,0.952,2.2211,0.11699999999999999
GNV,2013-07,2088,1.78975,0.16275,1.379,2.799,0.41375,0.09075,1.376,0.1695,0.938,1.9485,0.12325
GNV,2013-08,2061,1.78525,0.16975,1.399,2.799,0.41125,0.09525,1.3739999999999999,0.16325,0.9297,1.9485,0.11875
GNV,2013-09,2641,1.7852000000000001,0.1768,1.399,2.699,0.4136,0.099,1.3716,0.18639999999999998,1.0,2.2646,0.1358
GNV,2013-10,2056,1.78675,0.18025,1.389,2.699,0.419,0.10075,1.36775,0.1855,1.011,2.2646,0.1355
GNV,2013-11,2072,1.792,0.1815,1.389,2.699,0.4215,0.10125,1.3705,0.188,1.0108,2.2646,0.137
GNV,2013-12,2555,1.812,0.2056,1.349,2.89,0.43499999999999994,0.11340000000000001,1.377,0.1826,1.011,2.2646,0.1328
GNV,2014-01,2091,1.82525,0.2055,1.339,2.899,0.43374999999999997,0.11275,1.3915,0.18675,1.0307,1.9947,0.134
GNV,2014-02,2108,1.8295,0.203,1.399,2.899,0.42525,0.111,1.40425,0.17825,1.0307,2.0423,0.127
GNV,2014-03,2635,1.8417999999999999,0.20779999999999998,1.399,2.899,0.4062,0.11300000000000002,1.4356,0.1946,1.0393,2.3146,0.13520000000000001
GNV,2014-04,2153,1.8605,0.21525,1.399,2.899,0.43,0.11599999999999999,1.4304999999999999,0.188,1.0733,1.9947,0.1315
GNV,2014-05,2092,1.8715,0.213,1.399,2.699,0.4385,0.114,1.433,0.17725,1.0904,2.0422,0.1235
GNV,2014-06,2640,1.8885999999999998,0.205,1.399,2.699,0.4556,0.10880000000000001,1.433,0.1808,1.0921,2.0422,0.1264
GNV,2014-07,2128,1.8935,0.19325,1.399,2.799,0.45975,0.10225000000000001,1.4337499999999999,0.19125,1.0729,2.0423,0.13325
GNV,2014-08,2650,1.8869999999999998,0.18159999999999998,1.399,2.799,0.44560000000000005,0.0964,1.4414,0.1792,1.0853,2.048,0.1244
GNV,2014-09,2090,1.9012499999999999,0.177,1.399,2.799,0.46375,0.093,1.4375,0.1585,1.1078,2.1451,0.11025
GNV,2014-10,2176,1.9024999999999999,0.17675,1.379,2.799,0.45875,0.093,1.44375,0.167,1.1176,2.048,0.11575
GNV,2014-11,2635,1.9044,0.182,1.379,2.889,0.462,0.09559999999999999,1.4424,0.1684,1.1126,2.048,0.1166
GNV,2014-12,2112,1.91225,0.18175,1.379,2.889,0.46125,0.095,1.451,0.17049999999999998,1.1556,2.048,0.11725
GNV,2015-01,2096,1.922,0.1825,1.379,2.889,0.47775,0.09525,1.44425,0.17875,1.0958,2.048,0.12375
GNV,2015-02,2156,1.941,0.17525,1.379,2.889,0.48524999999999996,0.09025,1.45575,0.17725000000000002,1.0958,2.048,0.12175
GNV,2015-03,2714,1.953,0.17839999999999998,1.399,2.889,0.4998,0.0914,1.4532,0.16240000000000002,1.1556,2.1579,0.11179999999999998
GNV,2015-04,2059,1.9905,0.192,1.459,2.889,0.52725,0.0965,1.46325,0.194,1.1206,2.2579,0.13275
GNV,2015-05,2592,2.0058,0.20179999999999998,1.479,3.09,0.542,0.1008,1.4638,0.1824,1.1566,2.3145,0.1248
GNV,2015-06,2123,2.0225,0.19775,1.399,2.999,0.54725,0.098,1.47525,0.19325,1.1653,2.3145,0.131
GNV,2015-07,2071,2.0549999999999997,0.1885,1.479,2.987,0.5622499999999999,0.09175,1.49275,0.184,1.1653,2.3144,0.12325
GNV,2015-08,1413,2.108,0.18575,1.579,3.09,0.5487500000000001,0.08825,1.55925,0.19875,1.1765,2.3468,0.1275
GNV,2015-09,888,2.151,0.1925,1.599,2.919,0.54425,0.0895,1.60675,0.1735,1.2822,2.0672,0.108
GNV,2015-10,1012,2.18175,0.18575,1.769,2.799,0.5862499999999999,0.08499999999999999,1.5955,0.16475,1.2828,2.1602,0.10325000000000001
GNV,2015-11,1415,2.2108,0.2032,1.769,2.849,0.583,0.092,1.6278,0.1974,1.293,2.3322,0.1212
GNV,2015-12,1237,2.2255000000000003,0.2125,1.599,3.09,0.608,0.09525,1.6175,0.203,1.3235,2.3308,0.1255
GNV,2016-01,1569,2.2378,0.2222,1.695,3.299,0.627,0.099,1.6108,0.21080000000000002,1.2822,2.3308,0.131
GNV,2016-02,1248,2.24125,0.2355,1.499,3.399,0.591,0.105,1.65025,0.201,1.273,2.3308,0.12175
GNV,2016-03,1223,2.2505,0.246,1.789,4.02,0.63425,0.109,1.61625,0.2165,1.2949,2.3308,0.134
GNV,2016-04,1219,2.2485,0.234,1.749,3.09,0.6555,0.10425,1.593,0.22625,1.2948,2.3507,0.14225
GNV,2016-05,1518,2.2352,0.2378,1.59,3.19,0.636,0.10640000000000001,1.5992000000000002,0.22400000000000003,1.2887,2.365,0.1402
GNV,2016-06,1203,2.225,0.24125,1.699,3.03,0.6597500000000001,0.1085,1.56525,0.23875,1.1297,2.3462,0.153
GNV,2016-07,1532,2.2278,0.244,1.695,3.29,0.6874,0.10940000000000001,1.5404,0.24779999999999996,1.1246,2.352,0.161
GNV,2016-08,1190,2.211,0.24175,1.688,3.09,0.678,0.1095,1.533,0.2505,1.19,2.6159,0.16325
GNV,2016-09,1182,2.2165,0.24275,1.699,3.099,0.6855,0.10975,1.531,0.255,1.1498,2.6027,0.16625
GNV,2016-10,1514,2.2006,0.2466,1.688,3.09,0.6639999999999999,0.11200000000000002,1.5366,0.28700000000000003,1.1502,2.6027,0.18719999999999998
GNV,2016-11,1171,2.2192499999999997,0.24525,1.709,3.099,0.66475,0.1105,1.5545,0.23125,1.2128,2.3412,0.14875
GNV,2016-12,1140,2.215,0.26375000000000004,1.749,3.22,0.65625,0.119,1.5587499999999999,0.28825,1.1629,2.72,0.1855
GNV,2017-01,1420,2.2176,0.2634,1.729,3.2,0.6608,0.119,1.5568,0.2742,1.1782,2.69,0.1762
GNV,2017-02,1100,2.27975,0.265,1.749,3.099,0.70075,0.11625,1.579,0.2555,1.1722,2.3456,0.162
GNV,2017-03,1142,2.2955,0.258,1.789,3.099,0.63675,0.1125,1.65875,0.2155,1.22,2.2988,0.13025
GNV,2017-04,1406,2.2958,0.2552,1.789,3.099,0.6544000000000001,0.11140000000000001,1.6414000000000002,0.2206,1.252,2.2988,0.13440000000000002
GNV,2017-05,1126,2.316,0.26275000000000004,1.799,3.099,0.65225,0.1135,1.6637499999999998,0.22849999999999998,1.24,2.3138,0.13724999999999998
GNV,2017-06,1073,2.32675,0.269,1.78,3.099,0.6799999999999999,0.11549999999999999,1.64675,0.20675,1.31,2.3,0.1255
GNV,2017-07,1276,2.3414,0.2732,1.7,3.099,0.6437999999999999,0.11679999999999999,1.6976,0.21960000000000002,1.2451,2.6317,0.12940000000000002
GNV,2017-08,700,2.346,0.27575,1.78,3.15,0.61775,0.11750000000000001,1.72825,0.19625,1.3534,2.2476,0.1135
GNV,2017-09,703,2.35525,0.27725,1.78,3.099,0.63975,0.11775,1.7155,0.20825,1.3303,2.35,0.1215
GNV,2017-10,861,2.3648,0.2864,1.74,2.999,0.632,0.1214,1.7328,0.19519999999999998,1.3647,2.2965,0.11259999999999999
GNV,2017-11,678,2.396,0.27925,1.76,3.1,0.6639999999999999,0.11674999999999999,1.732,0.191,1.3647,2.269,0.11
GNV,2017-12,955,2.4116,0.2894,1.76,3.199,0.6664,0.1202,1.7451999999999999,0.21000000000000002,1.4457,2.4676,0.1206
GNV,2018-01,1250,2.46425,0.30225,1.76,3.299,0.71375,0.1225,1.7505,0.208,1.2437,2.5306,0.119
GNV,2018-02,1243,2.51625,0.30374999999999996,1.799,3.299,0.7215,0.12075,1.79475,0.22675,1.2437,2.5306,0.126
GNV,2018-03,1194,2.543,0.3205,1.81,3.399,0.70125,0.12625,1.84175,0.2365,1.2758,2.4921,0.12825
GNV,2018-04,1478,2.5568,0.3184,1.83,3.399,0.7,0.1246,1.8568000000000002,0.2334,1.3446,2.4976,0.1256
GNV,2018-05,970,2.65125,0.32975,1.86,3.5,0.7847500000000001,0.1245,1.8665,0.23225,1.3172,2.495,0.12425
GNV,2018-06,1187,2.67925,0.3365,1.969,3.89,0.75275,0.1255,1.9264999999999999,0.245,1.3172,2.5821,0.1275
GNV,2018-07,1501,2.7068,0.3056,1.989,3.97,0.7464000000000001,0.11280000000000001,1.9604,0.24,1.5063,2.836,0.1226
GNV,2018-08,1106,2.80425,0.32525,1.989,3.799,0.794,0.11625,2.01025,0.24675,1.5135,2.836,0.12275
GNV,2018-09,1437,2.8600000000000003,0.3496,1.909,3.899,0.764,0.1222,2.096,0.2768,1.5147,2.8529,0.132
GNV,2018-10,1129,2.8845,0.34475,1.989,3.899,0.7465,0.11975,2.138,0.25175000000000003,1.5147,2.8529,0.1175
GNV,2018-11,1122,3.023,0.383,1.949,4.1,0.89825,0.12675,2.1247499999999997,0.266,1.5147,3.0005,0.12475
GNV,2018-12,1410,3.0536,0.3932,1.949,3.999,0.8126,0.1288,2.241,0.3046,1.64,3.0834,0.13599999999999998
GNV,2019-01,1151,3.08375,0.39,1.995,3.999,0.787,0.12675,2.2967500000000003,0.28525,1.6451,3.0667,0.124
GNV,2019-02,1191,3.1285,0.313,2.159,4.19,0.811,0.1,2.3175,0.31525,1.64,3.18,0.13625
GNV,2019-03,1532,3.1504,0.3142,2.39,4.19,0.7578,0.0998,2.3926000000000003,0.2932,1.7044,3.3724,0.1226
GNV,2019-04,1203,3.173,0.31025,2.479,4.19,0.786,0.09775,2.387,0.2675,1.7055,3.1941,0.11175
GNV,2019-05,1183,3.15725,0.329,2.449,3.999,0.79075,0.1045,2.3665000000000003,0.30474999999999997,1.7055,3.1941,0.12875
GNV,2019-06,1521,3.1544,0.3104,2.489,3.999,0.7776,0.0982,2.3768000000000002,0.30860000000000004,1.6851,3.2887,0.1298
GNV,2019-07,1144,3.147,0.3095,2.489,4.19,0.7202500000000001,0.09825,2.42675,0.3105,1.7116,3.3282,0.128
GNV,2019-08,1191,3.15725,0.31825000000000003,2.499,4.32,0.80175,0.101,2.3555,0.279,1.7116,3.231,0.1185
GNV,2019-09,1502,3.1512000000000002,0.3274,2.599,4.32,0.7372,0.1038,2.414,0.3084,1.6826,3.231,0.1278
GNV,2019-10,1247,3.17925,0.337,2.599,4.185,0.75525,0.106,2.424,0.30825,1.7812,3.231,0.127
GNV,2019-11,1235,3.19,0.3255,2.599,4.149,0.80475,0.10225000000000001,2.38525,0.31675,1.7812,3.2212,0.13275
GNV,2019-12,1566,3.1984,0.32280000000000003,2.679,4.559,0.773,0.1008,2.4254000000000002,0.30860000000000004,1.7812,3.3632,0.1274
GNV,2020-01,1279,3.2115,0.31925000000000003,2.199,4.779,0.81625,0.0995,2.39525,0.3395,1.7383,4.2189,0.14175
GNV,2020-02,1298,3.2015000000000002,0.31125,2.699,4.149,0.7675000000000001,0.09725,2.434,0.32025,1.763,3.2212,0.132
GNV,2020-03,1537,3.1914000000000002,0.307,2.689,4.429,0.7954,0.0962,2.396,0.3358,1.816,3.216,0.1402
GNV,2020-04,1183,3.1719999999999997,0.2935,2.399,4.085,0.793,0.0925,2.379,0.2375,1.971,3.1493,0.09925
GNV,2020-05,1528,3.089,0.297,2.397,3.999,0.8452,0.096,2.2438,0.21680000000000002,1.7877,2.9487,0.09659999999999999
GNV,2020-06,1231,3.0787500000000003,0.305,2.389,3.999,0.93425,0.099,2.1445,0.21125,1.7885,2.9487,0.09825
GNV,2020-07,1264,3.0595,0.311,2.0,3.999,0.9315,0.1015,2.128,0.18625,1.866,2.9487,0.08725
GNV,2020-08,957,3.012333333333333,0.3233333333333333,2.0,4.099,0.8506666666666667,0.10766666666666667,2.1616666666666666,0.20233333333333334,1.5431,2.6596,0.09366666666666668
GNV,2020-10,265,2.8785,0.3055,2.19,3.719,,0.1065,,,,,
GNV,2020-11,954,2.974,0.28159999999999996,2.29,3.94,,0.0948,,,,,
GNV,2020-12,871,3.104,0.24825,2.449,3.94,,0.08,,,,,
GNV,2021-01,1246,3.1912,0.3044,2.499,4.579,,0.0954,,,,,
GNV,2021-02,1067,3.23,0.31425000000000003,2.379,4.46,,0.09725,,,,,
GNV,2021-03,1177,3.2439999999999998,0.33675,2.399,4.493,,0.104,,,,,
GNV,2021-04,1151,3.25775,0.375,2.499,4.598,,0.11499999999999999,,,,,
GNV,2021-05,1421,3.8156,0.46900000000000003,2.599,5.488,,0.12279999999999999,,,,,
GNV,2021-06,1203,3.87675,0.45199999999999996,2.749,5.399,,0.11674999999999999,,,,,
GNV,2021-07,1270,3.92875,0.46175,2.749,5.649,,0.11750000000000001,,,,,
GNV,2021-08,1526,4.0438,0.48579999999999995,2.749,5.689,,0.1202,,,,,
GNV,2021-09,1218,4.13175,0.4245,2.849,5.799,,0.10275,,,,,
GNV,2021-10,1739,4.1659999999999995,0.4324,2.849,6.199,,0.1038,,,,,
GNV,2021-11,1392,4.3105,0.44625000000000004,2.899,6.699,,0.10325,,,,,
GNV,2021-12,1373,4.3462499999999995,0.392,3.179,6.199,,0.09025,,,,,
GNV,2022-01,1752,4.4592,0.505,3.179,6.299,,0.11320000000000001,,,,,
GNV,2022-02,1418,4.64875,0.5685,3.179,6.821,,0.1225,,,,,
GNV,2022-03,1390,4.72925,0.562,3.179,6.821,,0.11875,,,,,
GNV,2022-04,1452,4.75825,0.59275,3.179,6.88,,0.1245,,,,,
GNV,2022-05,1907,5.2452,0.6346,3.179,7.429,,0.121,,,,,
GNV,2022-06,1601,5.305,0.616,3.18,7.42,,0.11625,,,,,
GNV,2022-07,1936,5.098000000000001,0.6342000000000001,3.18,7.99,,0.1244,,,,,
GNV,2022-08,1565,5.035,0.591,3.18,7.43,,0.11725000000000001,,,,,
GNV,2022-09,1497,4.9625,0.5055000000000001,3.18,6.99,,0.10175000000000001,,,,,
GNV,2022-10,1064,4.88,0.49379999999999996,3.19,6.89,,0.1012,,,,,
GNV,2022-11,1125,4.7924999999999995,0.5327500000000001,3.19,6.74,,0.11125,,,,,
GNV,2022-12,1229,4.745,0.55825,3.19,6.74,,0.1175,,,,,
GNV,2023-01,1663,4.728,0.5509999999999999,3.19,6.71,,0.1162,,,,,
GNV,2023-02,1295,4.58,0.56875,3.28,6.59,,0.124,,,,,
GNV,2023-03,1392,4.515,0.54825,3.28,6.59,,0.12125,,,,,
GNV,2023-04,1770,4.474,0.5516,3.15,6.59,,0.123,,,,,
GNV,2023-05,1423,4.355,0.5985,3.15,6.59,,0.13725,,,,,
GNV,2023-06,1508,4.285,0.5945,3.09,6.59,,0.13875,,,,,
GNV,2023-07,1796,4.506,0.5684,3.15,6.62,,0.126,,,,,
GNV,2023-08,1435,4.425,0.5455,3.39,6.59,,0.12325,,,,,
GNV,2023-09,1449,4.390000000000001,0.555,3.39,6.69,,0.12625,,,,,
GNV,2023-10,1784,4.3100000000000005,0.5738,2.39,6.69,,0.1332,,,,,
GNV,2023-11,1492,4.4275,0.51975,3.54,6.69,,0.11725,,,,,
GNV,2023-12,1848,4.432,0.49219999999999997,3.54,6.69,,0.11100000000000002,,,,,
GNV,2024-01,1442,4.592499999999999,0.46799999999999997,3.54,6.69,,0.10200000000000001,,,,,
GNV,2024-02,1445,4.5425,0.4545,3.54,6.69,,0.1,,,,,
GNV,2024-03,1877,4.544,0.45339999999999997,3.54,6.29,,0.0996,,,,,
GNV,2024-04,1484,4.535,0.45075,3.54,6.29,,0.09925,,,,,
GNV,2024-05,1398,4.592499999999999,0.44225000000000003,3.54,6.29,,0.096,,,,,
GNV,2024-06,1811,4.566,0.4194,3.54,6.29,,0.092,,,,,
GNV,2024-07,1450,4.5975,0.40325,3.54,6.28,,0.088,,,,,
GNV,2024-08,1455,4.7125,0.43674999999999997,3.54,6.39,,0.0925,,,,,
GNV,2024-09,1805,4.704,0.437,3.54,6.89,,0.0928,,,,,
GNV,2024-10,1441,4.6925,0.42225,3.54,6.89,,0.08975,,,,,
GNV,2024-11,1370,4.66,0.40750000000000003,3.54,6.49,,0.08750000000000001,,,,,
GNV,2024-12,1695,4.648,0.40800000000000003,3.54,6.48,,0.0878,,,,,
GNV,2025-01,1431,4.645,0.4165,3.79,6.49,,0.08975,,,,,
GNV,2025-02,1482,4.6675,0.42425,3.89,6.49,,0.09075,,,,,
GNV,2025-03,1844,4.68,0.4206,3.99,6.48,,0.08979999999999999,,,,,
GNV,2025-04,1477,4.657500000000001,0.44775,3.99,6.49,,0.09625,,,,,
GNV,2025-05,1490,4.6475,0.44575,3.99,6.49,,0.09575,,,,,
GNV,2025-06,1825,4.652,0.45360000000000006,3.99,6.49,,0.0974,,,,,
GNV,2025-07,1396,4.6475,0.4405,3.99,6.48,,0.09475,,,,,
GNV,2025-08,1688,4.536,0.409,3.97,6.28,,0.09,,,,,
GNV,2025-09,1347,4.5225,0.42774999999999996,3.97,6.28,,0.0945,,,,,
GNV,2025-10,1386,4.52,0.42075,3.97,6.37,,0.093,,,,,
GNV,2025-11,1571,4.484,0.4436,3.92,6.49,,0.099,,,,,
GNV,2025-12,1225,4.4575,0.48375,3.39,6.49,,0.1085,,,,,
GNV,2026-01,1308,4.4675,0.52275,3.29,6.49,,0.11699999999999999,,,,,
GNV,2026-02,1074,4.455,0.5347500000000001,3.28,6.49,,0.11975,,,,,
GNV,2026-03,665,4.34,0.4905,3.29,6.49,,0.1125,,,,,
OLEO DIESEL,2012-12,6813,2.153,0.114,1.869,2.95,0.226,0.053,1.927,0.082,1.7275,2.57,0.043
OLEO DIESEL,2013-01,26936,2.15675,0.113,1.869,2.95,0.23075,0.0525,1.926,0.08025,1.3984,2.57,0.04175
OLEO DIESEL,2013-02,26614,2.2515,0.114,1.949,2.98,0.26175000000000004,0.050749999999999997,1.9897500000000001,0.08525,1.4745,2.57,0.043
OLEO DIESEL,2013-03,33002,2.3062,0.11560000000000001,1.899,3.02,0.2646,0.05,2.0416,0.08380000000000001,1.68,2.6016,0.041
OLEO DIESEL,2013-04,26060,2.3325,0.114,1.949,3.02,0.27175000000000005,0.04875,2.06075,0.08399999999999999,1.638,2.69,0.041
OLEO DIESEL,2013-05,25785,2.33375,0.11425,1.969,3.06,0.274,0.04875,2.05975,0.0815,1.6495,2.6071,0.03975
OLEO DIESEL,2013-06,32026,2.3338,0.11480000000000001,1.949,3.06,0.2776,0.049,2.0561999999999996,0.0816,1.75,2.6071,0.0396
OLEO DIESEL,2013-07,25543,2.3325,0.1145,1.969,3.06,0.27725,0.049,2.05525,0.082,1.7,2.6499,0.03975
OLEO DIESEL,2013-08,25416,2.332,0.11525,1.989,3.06,0.28150000000000003,0.04925,2.0505,0.08225,1.7524,2.6562,0.04
OLEO DIESEL,2013-09,31442,2.3316000000000003,0.11660000000000001,1.949,3.06,0.2812,0.05,2.0504,0.08280000000000001,1.72,2.6562,0.04
OLEO DIESEL,2013-10,25086,2.33225,0.1165,1.989,3.06,0.2835,0.05,2.04875,0.08475,1.48,2.6562,0.04125
OLEO DIESEL,2013-11,24764,2.33175,0.11699999999999999,1.989,3.06,0.2815,0.0505,2.05025,0.083,1.72,2.6562,0.04025
OLEO DIESEL,2013-12,30779,2.4666,0.1264,2.036,3.27,0.3198,0.0512,2.1468,0.09419999999999999,1.72,2.7793,0.044
OLEO DIESEL,2014-01,24495,2.486,0.12425,2.099,3.31,0.294,0.05,2.192,0.08925,1.8809,2.8496,0.0405
OLEO DIESEL,2014-02,24397,2.49125,0.126,2.149,3.31,0.293,0.050749999999999997,2.19825,0.08925,1.904,2.9618,0.0405
OLEO DIESEL,2014-03,30111,2.4978000000000002,0.1266,2.145,3.31,0.2988,0.0506,2.1990000000000003,0.0914,1.95,2.8814,0.041400000000000006
OLEO DIESEL,2014-04,23744,2.502,0.12775,2.12,3.31,0.3025,0.051,2.1995,0.094,1.8056,2.8814,0.042499999999999996
OLEO DIESEL,2014-05,23865,2.50075,0.1285,2.15,3.31,0.30225,0.05125,2.1985,0.09525,1.896,2.8814,0.0435
OLEO DIESEL,2014-06,29542,2.4996,0.1292,2.149,3.31,0.3046,0.052000000000000005,2.195,0.09459999999999999,1.88,2.8814,0.043
OLEO DIESEL,2014-07,23410,2.49825,0.1295,2.15,3.31,0.30125,0.05175,2.197,0.09425,1.88,2.7691,0.042749999999999996
OLEO DIESEL,2014-08,29081,2.499,0.1306,2.15,3.31,0.297,0.052000000000000005,2.202,0.09559999999999999,1.991,2.7691,0.04359999999999999
OLEO DIESEL,2014-09,23181,2.50025,0.13025,2.19,3.31,0.2935,0.052,2.20675,0.09875,1.9098,2.891,0.045
OLEO DIESEL,2014-10,23056,2.50025,0.13025,2.19,3.31,0.29225,0.052,2.208,0.0995,1.9815,2.891,0.045
OLEO DIESEL,2014-11,28679,2.5722,0.13640000000000002,2.199,3.44,0.31,0.053200000000000004,2.2622,0.1036,1.9815,2.9758,0.045599999999999995
OLEO DIESEL,2014-12,22728,2.6075,0.1355,2.199,3.46,0.30325,0.052,2.3042499999999997,0.10325,2.0158,2.9133,0.045
OLEO DIESEL,2015-01,22807,2.61075,0.1365,2.13,3.46,0.2935,0.05225,2.31725,0.10325,1.9405,3.0338,0.0445
OLEO DIESEL,2015-02,22554,2.7885,0.15125,2.199,3.74,0.371,0.054,2.4175,0.11499999999999999,2.04,3.0918,0.04775
OLEO DIESEL,2015-03,27933,2.811,0.1466,2.299,3.7,0.33520000000000005,0.0524,2.4758000000000004,0.1116,2.0411,3.2128,0.0452
OLEO DIESEL,2015-04,22263,2.80875,0.147,2.349,3.7,0.33175,0.05225,2.477,0.10875,2.1265,3.0558,0.04375
OLEO DIESEL,2015-05,27718,2.8078,0.147,2.419,3.7,0.3254,0.0522,2.4823999999999997,0.11100000000000002,2.111,3.0661,0.044599999999999994
OLEO DIESEL,2015-06,22028,2.8075,0.14725,2.45,3.7,0.32125000000000004,0.0525,2.48625,0.11375,2.1127,3.1264,0.0455
OLEO DIESEL,2015-07,21867,2.8055,0.1445,2.44,3.7,0.30674999999999997,0.0515,2.4987500000000002,0.107,2.1044,3.1264,0.042749999999999996
OLEO DIESEL,2015-08,13977,2.8032500000000002,0.15025,2.45,3.7,0.29174999999999995,0.0535,2.5115,0.11524999999999999,2.1357,3.1314,0.046
OLEO DIESEL,2015-09,7095,2.80625,0.15275,2.48,3.64,0.276,0.0545,2.5302499999999997,0.11525,2.104,3.1104,0.0455
OLEO DIESEL,2015-10,8633,2.92475,0.162,2.51,3.99,0.3215,0.0555,2.60325,0.12325,2.29,3.1804,0.0475
OLEO DIESEL,2015-11,12999,2.9666,0.1598,2.499,3.98,0.3198,0.0536,2.6468,0.1226,2.1599,3.2582,0.0462
